company_name,ticker,company_name_norm,is_gx
ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,257A,ＳＭＴ ＥＴＦ日本株厳選投資アクティブ,0
ライフドリンク　カンパニー,2585,ライフドリンク カンパニー,0
フルッタフルッタ,2586,フルッタフルッタ,0
サントリー食品インターナショナル,2587,サントリー食品インターナショナル,0
プレミアムウォーターホールディングス,2588,プレミアムウォーターホールディングス,0
ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,258A,ＳＭＴ ＥＴＦ国内リート厳選投資アクティブ,0
ダイドーグループホールディングス,2590,ダイドーグループホールディングス,0
伊藤園,2593,伊藤園,1
伊藤園第１種優先株式,25935,伊藤園第１種優先株式,0
キーコーヒー,2594,キーコーヒー,0
ユニカフェ,2597,ユニカフェ,0
日清オイリオグループ,2602,日清オイリオグループ,0
不二製油,2607,不二製油,0
かどや製油,2612,かどや製油,0
Ｊ－オイルミルズ,2613,Ｊ－オイルミルズ,0
日水コン,261A,日水コン,0
ｉシェアーズ　米国債１－３年　ＥＴＦ,2620,ｉシェアーズ 米国債１－３年 ＥＴＦ,0
ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,2621,ｉシェアーズ 米国債２０年超 ＥＴＦ（為替ヘッジあり）,0
ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,2622,ｉシェアーズ 米ドル建て新興国債券 ＥＴＦ（為替ヘッジあり）,0
ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,2623,ｉシェアーズ ユーロ建て投資適格社債 ＥＴＦ（為替ヘッジあり）,0
ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,2624,ｉＦｒｅｅＥＴＦ 日経２２５（年４回決算型）,0
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,2625,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸ（年４回決算型）,0
グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,2626,グローバルＸ デジタル・イノベーション－日本株式 ＥＴＦ,0
グローバルＸ　ｅコマース－日本株式　ＥＴＦ,2627,グローバルＸ ｅコマース－日本株式 ＥＴＦ,0
ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,2628,ｉＦｒｅｅＥＴＦ 中国科創板５０（ＳＴＡＲ５０）,0
ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,2629,ｉＦｒｅｅＥＴＦ 中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,0
インターメスティック,262A,インターメスティック,0
ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,0
ＭＡＸＩＳナスダック１００上場投信,2631,ＭＡＸＩＳナスダック１００上場投信,0
ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,2632,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,0
ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,2633,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ ５００ 指数（為替ヘッジなし）連動型上場投信,0
ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,2634,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ ５００ 指数（為替ヘッジあり）連動型上場投信,0
グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ,2636,グローバルＸ ＭＳＣＩ ガバナンス・クオリティ－日本株式 ＥＴＦ,0
グローバルＸ　クリーンテック－日本株式　ＥＴＦ,2637,グローバルＸ クリーンテック－日本株式 ＥＴＦ,0
グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ,2638,グローバルＸ ロボティクス＆ＡＩ－日本株式 ＥＴＦ,0
グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ,2639,グローバルＸ バイオ＆メドテック－日本株式 ＥＴＦ,0
デジタルキューブ,263A,デジタルキューブ,0
グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ,2640,グローバルＸ ゲーム＆アニメ－日本株式 ＥＴＦ,0
グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,2641,グローバルＸ グローバルリーダーズ－日本株式 ＥＴＦ,0
ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,2642,ＳＭＴ ＥＴＦカーボン・エフィシェント日本株,0
ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,2643,ＮＥＸＴ ＦＵＮＤＳ ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,0
グローバルＸ　半導体関連－日本株式　ＥＴＦ,2644,グローバルＸ 半導体関連－日本株式 ＥＴＦ,0
グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,2645,グローバルＸ レジャー＆エンターテインメント－日本株式 ＥＴＦ,0
グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,2646,グローバルＸ メタルビジネス－日本株式 ＥＴＦ,0
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,2647,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,0
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,2648,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,0
ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,2649,ｉシェアーズ 米国政府系機関ジニーメイＭＢＳ ＥＴＦ（為替ヘッジあり）,0
Ｓｃｈｏｏ,264A,Ｓｃｈｏｏ,0
まんだらけ,2652,まんだらけ,0
イオン九州,2653,イオン九州,0
アスモ,2654,アスモ,0
ベクターホールディングス,2656,ベクターホールディングス,0
サンエー,2659,サンエー,0
Ｈｍｃｏｍｍ,265A,Ｈｍｃｏｍｍ,0
カワチ薬品,2664,カワチ薬品,0
オートウェーブ,2666,オートウェーブ,0
イメージ　ワン,2667,イメージ ワン,0
タビオ,2668,タビオ,0
カネ美食品,2669,カネ美食品,0
グローカルマーケティング,266A,グローカルマーケティング,0
エービーシー・マート,2670,エービーシー・マート,0
夢みつけ隊,2673,夢みつけ隊,0
ハードオフコーポレーション,2674,ハードオフコーポレーション,0
高千穂交易,2676,高千穂交易,0
アスクル,2678,アスクル,1
トワライズ,267A,トワライズ,0
ゲオホールディングス,2681,ゲオホールディングス,0
魚喜,2683,魚喜,0
アンドエスティＨＤ,2685,アンドエスティＨＤ,0
ジーフット,2686,ジーフット,0
シー・ヴイ・エス・ベイエリア,2687,シー・ヴイ・エス・ベイエリア,0
オルバヘルスケアホールディングス,2689,オルバヘルスケアホールディングス,0
リガク・ホールディングス,268A,リガク・ホールディングス,0
伊藤忠食品,2692,伊藤忠食品,0
ＹＫＴ,2693,ＹＫＴ,0
焼肉坂井ホールディングス,2694,焼肉坂井ホールディングス,0
くら寿司,2695,くら寿司,0
キャンドゥ,2698,キャンドゥ,0
Ｓａｐｅｅｔ,269A,Ｓａｐｅｅｔ,0
木徳神糧,2700,木徳神糧,0
日本マクドナルドホールディングス,2702,日本マクドナルドホールディングス,0
大戸屋ホールディングス,2705,大戸屋ホールディングス,0
久世,2708,久世,0
アクセリア,271A,アクセリア,0
ジェイホールディングス,2721,ジェイホールディングス,0
ＩＫホールディングス,2722,ＩＫホールディングス,0
パルグループホールディングス,2726,パルグループホールディングス,0
エディオン,2730,エディオン,0
あらた,2733,あらた,0
サーラコーポレーション,2734,サーラコーポレーション,1
ワッツ,2735,ワッツ,0
フェスタリアホールディングス,2736,フェスタリアホールディングス,0
トーメンデバイス,2737,トーメンデバイス,0
ＳＢＩ　サウジアラビア株式上場投信,273A,ＳＢＩ サウジアラビア株式上場投信,0
ハローズ,2742,ハローズ,0
ピクセルカンパニーズ,2743,ピクセルカンパニーズ,0
北雄ラッキー,2747,北雄ラッキー,0
ＪＰホールディングス,2749,ＪＰホールディングス,0
ガーデン,274A,ガーデン,0
石光商事,2750,石光商事,1
テンポスホールディングス,2751,テンポスホールディングス,0
フジオフードグループ本社,2752,フジオフードグループ本社,0
あみやき亭,2753,あみやき亭,0
東京エレクトロン　デバイス,2760,東京エレクトロン デバイス,0
ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,2762,ＳＡＮＫＯ ＭＡＲＫＥＴＩＮＧ ＦＯＯＤＳ,0
エフティグループ,2763,エフティグループ,0
ひらまつ,2764,ひらまつ,0
円谷フィールズホールディングス,2767,円谷フィールズホールディングス,0
双日,2768,双日,1
ヴィレッジヴァンガードコーポレーション,2769,ヴィレッジヴァンガードコーポレーション,0
ククレブ・アドバイザーズ,276A,ククレブ・アドバイザーズ,0
新都ホールディングス,2776,新都ホールディングス,0
パレモ・ホールディングス,2778,パレモ・ホールディングス,0
グロービング,277A,グロービング,1
コメ兵ホールディングス,2780,コメ兵ホールディングス,0
セリア,2782,セリア,0
アルフレッサ　ホールディングス,2784,アルフレッサ ホールディングス,0
アップルインターナショナル,2788,アップルインターナショナル,0
カルラ,2789,カルラ,0
Ｔｅｒｒａ　Ｄｒｏｎｅ,278A,Ｔｅｒｒａ Ｄｒｏｎｅ,0
ナフコ,2790,ナフコ,0
大黒天物産,2791,大黒天物産,0
ハニーズホールディングス,2792,ハニーズホールディングス,0
日本プリメックス,2795,日本プリメックス,0
ファーマライズホールディングス,2796,ファーマライズホールディングス,0
ワイズテーブルコーポレーション,2798,ワイズテーブルコーポレーション,0
インターグ,279A,インターグ,0
キッコーマン,2801,キッコーマン,0
味の素,2802,味の素,0
ブルドックソース,2804,ブルドックソース,0
ヱスビー食品,2805,ヱスビー食品,0
ユタカフーズ,2806,ユタカフーズ,0
キユーピー,2809,キユーピー,0
ＴＭＨ,280A,ＴＭＨ,0
ハウス食品グループ本社,2810,ハウス食品グループ本社,0
カゴメ,2811,カゴメ,0
和弘食品,2813,和弘食品,0
佐藤食品工業,2814,佐藤食品工業,0
アリアケジャパン,2815,アリアケジャパン,0
ダイショー,2816,ダイショー,0
ピエトロ,2818,ピエトロ,0
エバラ食品工業,2819,エバラ食品工業,0
インフォメティス,281A,インフォメティス,1
やまみ,2820,やまみ,0
グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,282A,グローバルＸ 半導体・トップ１０－日本株式 ＥＴＦ,0
はごろもフーズ,2831,はごろもフーズ,0
グローバルＸ　フィンテック－日本株式　ＥＴＦ,2836,グローバルＸ フィンテック－日本株式 ＥＴＦ,0
グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,2837,グローバルＸ 中小型リーダーズ－日本株式 ＥＴＦ,0
ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,0
ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,0
グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,283A,グローバルＸ ＵＳ テック・配当貴族 ＥＴＦ,0
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,2840,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００（為替ヘッジなし）,0
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,2841,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００（為替ヘッジあり）,0
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,2842,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００インバース,0
上場インデックスファンド豪州国債（為替ヘッジあり）,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,0
上場インデックスファンド豪州国債（為替ヘッジなし）,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,0
ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,2845,ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,0
ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,2846,ＮＥＸＴ ＦＵＮＤＳ ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,0
グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,2847,グローバルＸ 新成長インフラ－日本株式 ＥＴＦ,0
グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,2848,グローバルＸ ＭＳＣＩ 気候変動対応－日本株式 ＥＴＦ,0
グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,2849,グローバルＸ Ｍｏｒｎｉｎｇｓｔａｒ 高配当 ＥＳＧ－日本株式 ＥＴＦ,0
フクヤ建設,284A,フクヤ建設,0
ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,2851,ｉシェアーズ ＭＳＣＩ ジャパンＳＲＩ ＥＴＦ,0
ｉシェアーズ　グリーンＪリート　ＥＴＦ,2852,ｉシェアーズ グリーンＪリート ＥＴＦ,0
ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,2853,ｉシェアーズ 気候リスク調整世界国債 ＥＴＦ（除く日本・為替ヘッジあり）,0
グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,2854,グローバルＸ テック・トップ２０－日本株式 ＥＴＦ,0
グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,2855,グローバルＸ グリーン・Ｊ－ＲＥＩＴ ＥＴＦ,0
ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,2856,ｉシェアーズ 米国債３－７年 ＥＴＦ（為替ヘッジあり）,0
ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,2857,ｉシェアーズ ドイツ国債 ＥＴＦ（為替ヘッジあり）,0
グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,2858,グローバルＸ 日経２２５ カバード・コール ＥＴＦ（プレミアム再投資型）,0
ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,2859,ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,0
キオクシアホールディングス,285A,キオクシアホールディングス,1
ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,2860,ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,0
上場インデックスファンドフランス国債（為替ヘッジなし）,2861,上場インデックスファンドフランス国債（為替ヘッジなし）,0
上場インデックスファンドフランス国債（為替ヘッジあり）,2862,上場インデックスファンドフランス国債（為替ヘッジあり）,0
グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,2864,グローバルＸ ロジスティクス・ＲＥＩＴ ＥＴＦ,0
グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,2865,グローバルＸ ＮＡＳＤＡＱ１００・カバード・コール ＥＴＦ,0
グローバルＸ　米国優先証券　ＥＴＦ,2866,グローバルＸ 米国優先証券 ＥＴＦ,0
グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,2867,グローバルＸ 自動運転＆ＥＶ ＥＴＦ,0
グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,2868,グローバルＸ Ｓ＆Ｐ５００・カバード・コール ＥＴＦ,0
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,2869,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００レバレッジ,0
ユカリア,286A,ユカリア,0
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,2870,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００ダブルインバース,0
ニチレイ,2871,ニチレイ,0
セイヒョー,2872,セイヒョー,0
横浜冷凍,2874,横浜冷凍,0
東洋水産,2875,東洋水産,0
デルソーレ,2876,デルソーレ,0
日東ベスト,2877,日東ベスト,0
黒田グループ,287A,黒田グループ,0
イートアンドホールディングス,2882,イートアンドホールディングス,0
大冷,2883,大冷,0
ヨシムラ・フード・ホールディングス,2884,ヨシムラ・フード・ホールディングス,0
ラクサス・テクノロジーズ,288A,ラクサス・テクノロジーズ,0
日本食品化工,2892,日本食品化工,0
石井食品,2894,石井食品,0
日清食品ホールディングス,2897,日清食品ホールディングス,1
ウェルディッシュ,2901,ウェルディッシュ,0
シノブフーズ,2903,シノブフーズ,0
一正蒲鉾,2904,一正蒲鉾,0
あじかん,2907,あじかん,0
フジッコ,2908,フジッコ,0
Ｓｙｎｓｐｅｃｔｉｖｅ,290A,Ｓｙｎｓｐｅｃｔｉｖｅ,0
ロック・フィールド,2910,ロック・フィールド,0
旭松食品,2911,旭松食品,0
日本たばこ産業,2914,日本たばこ産業,0
ケンコーマヨネーズ,2915,ケンコーマヨネーズ,0
仙波糖化工業,2916,仙波糖化工業,0
大森屋,2917,大森屋,0
わらべや日洋ホールディングス,2918,わらべや日洋ホールディングス,0
リスキル,291A,リスキル,0
なとり,2922,なとり,0
サトウ食品,2923,サトウ食品,0
イフジ産業,2924,イフジ産業,0
篠崎屋,2926,篠崎屋,0
ＡＦＣ－ＨＤアムスライフサイエンス,2927,ＡＦＣ－ＨＤアムスライフサイエンス,0
ファーマフーズ,2929,ファーマフーズ,0
エスアイイー,292A,エスアイイー,0
北の達人コーポレーション,2930,北の達人コーポレーション,0
ユーグレナ,2931,ユーグレナ,1
ＳＴＩフードホールディングス,2932,ＳＴＩフードホールディングス,0
紀文食品,2933,紀文食品,0
ジェイフロンティア,2934,ジェイフロンティア,0
ピックルスホールディングス,2935,ピックルスホールディングス,0
ベースフード,2936,ベースフード,0
サンクゼール,2937,サンクゼール,0
オカムラ食品工業,2938,オカムラ食品工業,0
ＢＡＢＹ　ＪＯＢ,293A,ＢＡＢＹ ＪＯＢ,0
ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,294A,ＮＥＸＴ ＦＵＮＤＳ ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,0
Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,295A,Ｏｎｅ ＥＴＦ ＦＴＳＥ・サウジアラビア・インデックス,0
日本調理機,2961,日本調理機,0
テクニスコ,2962,テクニスコ,0
令和アカウンティング・ホールディングス,296A,令和アカウンティング・ホールディングス,0
グッドライフカンパニー,2970,グッドライフカンパニー,0
エスコンジャパンリート投資法人,2971,エスコンジャパンリート投資法人,0
サンケイリアルエステート投資法人,2972,サンケイリアルエステート投資法人,0
スター・マイカ・ホールディングス,2975,スター・マイカ・ホールディングス,0
ツクルバ,2978,ツクルバ,0
ＳＯＳｉＬＡ物流リート投資法人,2979,ＳＯＳｉＬＡ物流リート投資法人,0
アルピコホールディングス,297A,アルピコホールディングス,0
ＳＲＥホールディングス,2980,ＳＲＥホールディングス,0
ランディックス,2981,ランディックス,0
ＡＤワークスグループ,2982,ＡＤワークスグループ,0
アールプランナー,2983,アールプランナー,0
ヤマイチエステート,2984,ヤマイチエステート,0
ファーストステージ,2985,ファーストステージ,0
ＬＡホールディングス,2986,ＬＡホールディングス,0
東海道リート投資法人,2989,東海道リート投資法人,0
ＧＶＡ　ＴＥＣＨ,298A,ＧＶＡ ＴＥＣＨ,0
アイダ設計,2990,アイダ設計,0
ランドネット,2991,ランドネット,0
アーバンライク,2992,アーバンライク,0
長栄,2993,長栄,0
アンサーホールディングス,2994,アンサーホールディングス,0
ジェイレックス・コーポレーション,2995,ジェイレックス・コーポレーション,0
ストレージ王,2997,ストレージ王,0
クリアル,2998,クリアル,0
ホームポジション,2999,ホームポジション,0
クラシル,299A,クラシル,0
片倉工業,3001,片倉工業,0
グンゼ,3002,グンゼ,0
ヒューリック,3003,ヒューリック,0
神栄,3004,神栄,0
ＭＩＣ,300A,ＭＩＣ,0
ポラリス・ホールディングス,3010,ポラリス・ホールディングス,0
バナーズ,3011,バナーズ,0
インデックス,301A,インデックス,0
アプライド,3020,アプライド,0
パシフィックネット,3021,パシフィックネット,0
ラサ商事,3023,ラサ商事,0
クリエイト,3024,クリエイト,0
アルペン,3028,アルペン,0
ビースタイルホールディングス,302A,ビースタイルホールディングス,0
ハブ,3030,ハブ,0
ラクーンホールディングス,3031,ラクーンホールディングス,0
クオールホールディングス,3034,クオールホールディングス,0
ケイティケイ,3035,ケイティケイ,0
アルコニックス,3036,アルコニックス,0
神戸物産,3038,神戸物産,0
ｖｉｓｕｍｏ,303A,ｖｉｓｕｍｏ,0
ソリトンシステムズ,3040,ソリトンシステムズ,0
ビューティカダンホールディングス,3041,ビューティカダンホールディングス,0
セキュアヴェイル,3042,セキュアヴェイル,0
カワサキ,3045,カワサキ,0
ジンズホールディングス,3046,ジンズホールディングス,0
ビックカメラ,3048,ビックカメラ,0
フォルシア,304A,フォルシア,0
ＤＣＭホールディングス,3050,ＤＣＭホールディングス,0
ペッパーフードサービス,3053,ペッパーフードサービス,0
ハイパー,3054,ハイパー,0
三洋堂ホールディングス,3058,三洋堂ホールディングス,0
ヒラキ,3059,ヒラキ,0
ダブルツリー,305A,ダブルツリー,0
ジェイグループホールディングス,3063,ジェイグループホールディングス,0
ＭｏｎｏｔａＲＯ,3064,ＭｏｎｏｔａＲＯ,0
ライフフーズ,3065,ライフフーズ,0
東京一番フーズ,3067,東京一番フーズ,0
ＷＤＩ,3068,ＷＤＩ,0
ＪＦＬＡホールディングス,3069,ＪＦＬＡホールディングス,0
ジェリービーンズグループ,3070,ジェリービーンズグループ,0
ストリーム,3071,ストリーム,0
銚子丸,3075,銚子丸,0
あい　ホールディングス,3076,あい ホールディングス,0
ホリイフードサービス,3077,ホリイフードサービス,0
ディーブイエックス,3079,ディーブイエックス,0
ハウジング・スタッフ,307A,ハウジング・スタッフ,0
ジェーソン,3080,ジェーソン,0
きちりホールディングス,3082,きちりホールディングス,0
スターシーズ,3083,スターシーズ,0
Ｊ．フロント　リテイリング,3086,Ｊ．フロント リテイリング,0
ドトール・日レスホールディングス,3087,ドトール・日レスホールディングス,0
マツキヨココカラ＆カンパニー,3088,マツキヨココカラ＆カンパニー,0
テクノアルファ,3089,テクノアルファ,0
ぽすとめいとホールディングス,308A,ぽすとめいとホールディングス,0
ブロンコビリー,3091,ブロンコビリー,0
ＺＯＺＯ,3092,ＺＯＺＯ,0
トレジャー・ファクトリー,3093,トレジャー・ファクトリー,0
スーパーバリュー,3094,スーパーバリュー,0
オーシャンシステム,3096,オーシャンシステム,0
物語コーポレーション,3097,物語コーポレーション,0
三越伊勢丹ホールディングス,3099,三越伊勢丹ホールディングス,0
コスモス調剤,309A,コスモス調剤,0
東洋紡,3101,東洋紡,1
ユニチカ,3103,ユニチカ,1
富士紡ホールディングス,3104,富士紡ホールディングス,0
日清紡ホールディングス,3105,日清紡ホールディングス,0
倉敷紡績,3106,倉敷紡績,0
ダイワボウホールディングス,3107,ダイワボウホールディングス,0
シキボウ,3109,シキボウ,0
サーティーフォー,310A,サーティーフォー,0
日東紡績,3110,日東紡績,0
オーミケンシ,3111,オーミケンシ,0
ＵＮＩＶＡ・Ｏａｋホールディングス,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,0
トヨタ紡織,3116,トヨタ紡織,1
ＮＰＴ,311A,ＮＰＴ,0
マーチャント・バンカーズ,3121,マーチャント・バンカーズ,0
サイボー,3123,サイボー,0
シンコーホールディングス,312A,シンコーホールディングス,0
シンデン・ハイテックス,3131,シンデン・ハイテックス,0
マクニカホールディングス,3132,マクニカホールディングス,0
海帆,3133,海帆,0
Ｈａｍｅｅ,3134,Ｈａｍｅｅ,0
マーケットエンタープライズ,3135,マーケットエンタープライズ,0
ファンデリー,3137,ファンデリー,0
富士山マガジンサービス,3138,富士山マガジンサービス,0
ラクト・ジャパン,3139,ラクト・ジャパン,0
ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,313A,ｉシェアーズ Ｓ＆Ｐ ５００ トップ ２０ ＥＴＦ,0
ＢＲＵＮＯ,3140,ＢＲＵＮＯ,0
オーウイル,3143,オーウイル,0
クリエイトＳＤホールディングス,3148,クリエイトＳＤホールディングス,0
ｉシェアーズ　ゴールド　ＥＴＦ,314A,ｉシェアーズ ゴールド ＥＴＦ,0
グリムス,3150,グリムス,0
バイタルケーエスケー・ホールディングス,3151,バイタルケーエスケー・ホールディングス,0
八洲電機,3153,八洲電機,0
メディアスホールディングス,3154,メディアスホールディングス,0
レスター,3156,レスター,0
ジオリーブグループ,3157,ジオリーブグループ,0
丸善ＣＨＩホールディングス,3159,丸善ＣＨＩホールディングス,0
グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,315A,グローバルＸ 銀行 高配当－日本株式 ＥＴＦ,0
大光,3160,大光,0
アゼアス,3161,アゼアス,0
ＯＣＨＩホールディングス,3166,ＯＣＨＩホールディングス,0
ＴＯＫＡＩホールディングス,3167,ＴＯＫＡＩホールディングス,0
ＭＥＲＦ,3168,ＭＥＲＦ,0
ミサワ,3169,ミサワ,0
ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,316A,ｉＦｒｅｅＥＴＦ ＦＡＮＧ＋,0
ティーライフ,3172,ティーライフ,0
Ｃｏｍｉｎｉｘ,3173,Ｃｏｍｉｎｉｘ,0
ハピネス・アンド・ディ,3174,ハピネス・アンド・ディ,0
エー・ピーホールディングス,3175,エー・ピーホールディングス,0
三洋貿易,3176,三洋貿易,0
ありがとうサービス,3177,ありがとうサービス,0
チムニー,3178,チムニー,0
シュッピン,3179,シュッピン,0
エス・エム・エス・データテック,317A,エス・エム・エス・データテック,0
ビューティガレージ,3180,ビューティガレージ,0
買取王国,3181,買取王国,0
オイシックス・ラ・大地,3182,オイシックス・ラ・大地,0
ウイン・パートナーズ,3183,ウイン・パートナーズ,0
ＩＣＤＡホールディングス,3184,ＩＣＤＡホールディングス,0
夢展望,3185,夢展望,0
ネクステージ,3186,ネクステージ,0
ミラタップ,3187,ミラタップ,0
ＡＮＡＰホールディングス,3189,ＡＮＡＰホールディングス,0
ＶＩＸ短期先物指数ＥＴＦ,318A,ＶＩＸ短期先物指数ＥＴＦ,0
ホットマン,3190,ホットマン,0
ジョイフル本田,3191,ジョイフル本田,0
白鳩,3192,白鳩,0
エターナルホスピタリティグループ,3193,エターナルホスピタリティグループ,0
ジェネレーションパス,3195,ジェネレーションパス,0
ホットランドホールディングス,3196,ホットランドホールディングス,0
すかいらーくホールディングス,3197,すかいらーくホールディングス,0
ＳＦＰホールディングス,3198,ＳＦＰホールディングス,0
綿半ホールディングス,3199,綿半ホールディングス,0
技術承継機構,319A,技術承継機構,0
日本毛織,3201,日本毛織,0
ダイトウボウ,3202,ダイトウボウ,0
トーア紡コーポレーション,3204,トーア紡コーポレーション,0
ダイドーリミテッド,3205,ダイドーリミテッド,0
Ｄ＆Ｉ,320A,Ｄ＆Ｉ,0
