"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2022-019285","特願2020-123045","2020/07/17","2022/01/27","ダクト構造","フクビ化学工業株式会社,戸田建設株式会社","G10K11/16,110,G10K11/16,120,G10K11/16,150,G10K11/16,100,G10K11/162","特開2022-019285","","特許7523977","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-019285/11/ja"
"特開2022-019247","特願2020-122981","2020/07/17","2022/01/27","ロックボルト施工装置","サンドビック株式会社,戸田建設株式会社","E21D20/00@X","特開2022-019247","","特許7470591","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-019247/11/ja"
"特開2022-014980","特願2020-117545","2020/07/08","2022/01/21","紙モールド材","戸田建設株式会社,日本モウルド工業株式会社","D21J3/00,D21H13/50,D21H21/34,C09K21/02","特開2022-014980","","特許7489243","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-014980/11/ja"
"特開2022-011535","特願2020-112737","2020/06/30","2022/01/17","掘削機","株式会社アルファシビルエンジニアリング,戸田建設株式会社,独立行政法人鉄道建設・運輸施設整備支援機構","E21D9/093@C","特開2022-011535","","特許7477838","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-011535/11/ja"
"特開2021-196388","特願2020-100322","2020/06/09","2021/12/27","伝搬音抑制構造及び管内伝搬音抑制構造","学校法人　関西大学,戸田建設株式会社","G10K11/16,110,G10K11/172","特開2021-196388","","特許7398742","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-196388/11/ja"
"特開2021-188994","特願2020-093140","2020/05/28","2021/12/13","トンネルの最終変位量の予測方法","戸田建設株式会社","G01C15/00,104@A,G01B11/24@B","特開2021-188994","","特許7401394","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-188994/11/ja"
"特開2021-183799","特願2020-194177","2020/11/24","2021/12/02","コンクリート構造","戸田建設株式会社","E01D19/02,E04H12/12","特開2021-183799","","特許7519889","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-183799/11/ja"
"特開2021-179152","特願2020-086064","2020/05/15","2021/11/18","コンクリートの鉛直打継目の処理方法","コニシ株式会社,戸田建設株式会社","E04G21/02,103@A","特開2021-179152","","特許7434052","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-179152/11/ja"
"特開2021-173054","特願2020-077616","2020/04/24","2021/11/01","拡散壁体","戸田建設株式会社,国立大学法人　東京大学,日の出工芸株式会社","E04B1/82@M,E04B1/82@W,G10K11/16,120","特開2021-173054","","特許7498907","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-173054/11/ja"
"特開2021-171683","特願2020-075921","2020/04/22","2021/11/01","濁水処理システム","戸田建設株式会社","B01D23/26@Z,B01D23/02@Z","特開2021-171683","","特許7434044","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-171683/11/ja"
"特開2021-169349","特願2020-072362","2020/04/14","2021/10/28","タワークレーン吊荷の自動角度制御システム","戸田建設株式会社","B66C13/08@H,B66C13/00@D,B66C13/08@J","特開2021-169349","","特許7376419","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-169349/11/ja"
"特開2021-169294","特願2020-074129","2020/04/17","2021/10/28","運搬装置及び運搬方法","戸田建設株式会社","B62B3/00@D,B62B3/00@J,B62B5/00@G,B62B5/04@C,B62B5/00@C,B62B3/10@Z","特開2021-169294","","特許7407650","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-169294/11/ja"
"特開2021-166484","特願2020-070860","2020/04/10","2021/10/21","マルハナバチの管理装置及び栽培施設並びにマルハナバチの管理方法","戸田建設株式会社","G06T7/60,110,G06T7/90@C,A01K47/06,A01G22/05@A","特開2021-166484","","特許7300416","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-166484/11/ja"
"特開2021-164421","特願2020-068862","2020/04/07","2021/10/14","多段式栽培装置","戸田建設株式会社","A01G9/02@Z,A01G9/00@B,A01G27/00,502@L","特開2021-164421","","特許7304311","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-164421/11/ja"
"特開2021-163401","特願2020-067453","2020/04/03","2021/10/11","人物検知システム、人物検知プログラム、学習済みモデル生成プログラム及び学習済みモデル","戸田建設株式会社","G06T7/00,650@B","特開2021-163401","","特許7280852","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-163401/11/ja"
"特開2021-156024","特願2020-057831","2020/03/27","2021/10/07","ひび割れの自己治癒性能を有するプレキャストコンクリートパネルを用いたコンクリート構造物","学校法人日本大学,戸田建設株式会社","E04C1/00@Z,E04B1/16@D,E04B2/86,601@C","特開2021-156024","","特許7475585","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-156024/11/ja"
"特開2021-156023","特願2020-057830","2020/03/27","2021/10/07","コンクリートのひび割れ補修方法","学校法人日本大学,戸田建設株式会社","E04G23/02@B,C04B41/61,C12N1/00@P","特開2021-156023","","特許7496084","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-156023/11/ja"
"特開2021-152326","特願2021-043055","2021/03/17","2021/09/30","コンクリート充填鋼管柱用のダイアフラム","戸田建設株式会社","E04B1/58,508@S,E04B1/30@E,E04C3/294","特開2021-152326","","特許7574114","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-152326/11/ja"
"特開2021-152315","特願2020-053677","2020/03/25","2021/09/30","トンネル掘削機の測量装置","株式会社きんそく,戸田建設株式会社","E21D9/093@B,E21D9/093@C,G01C15/00,104@D","特開2021-152315","","特許7366370","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-152315/11/ja"
"特開2021-148627","特願2020-049224","2020/03/19","2021/09/27","マーカ、検出方法および検出プログラム","戸田建設株式会社","G01B11/00@H,G01C15/06@T,G06T7/60,200@J,G06T7/90@C,G06T7/00,610","特開2021-148627","","特許7362524","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-148627/11/ja"
"特開2021-143468","特願2020-040673","2020/03/10","2021/09/24","建物の施工方法、建物の補強構造及び柱脚体","戸田建設株式会社","E04H9/02,311,E04B1/20@F,E04B1/58@G","特開2021-143468","","特許7334129","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-143468/11/ja"
"特開2021-141869","特願2020-043938","2020/03/13","2021/09/24","多段式栽培装置","戸田建設株式会社","A01G9/02@B,A01G7/00,601@Z","特開2021-141869","","特許7449729","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-141869/11/ja"
"特開2021-141830","特願2020-041682","2020/03/11","2021/09/24","いちごの栽培方法","戸田建設株式会社","A01G22/05@A,A01G7/00,601@A,A01G9/00@J","特開2021-141830","","特許7429571","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-141830/11/ja"
"特開2021-139273","特願2020-201750","2020/12/04","2021/09/16","鋼製支保工建込み用エレクター装置","エフティーエス株式会社,戸田建設株式会社","E21D11/40@A","特開2021-139273","","特許7703162","拒絶2025-001580","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-139273/11/ja"
"特開2021-139207","特願2020-039061","2020/03/06","2021/09/16","接触検知センサ","ムネカタインダストリアルマシナリー株式会社,戸田建設株式会社","E21D11/10@B,G01B7/00,101@R,H01H35/00@Q","特開2021-139207","","特許7457320","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-139207/11/ja"
"特開2021-130982","特願2020-027301","2020/02/20","2021/09/09","コンクリートの水平打継目処理方法","戸田建設株式会社","E04G21/02,103@A","特開2021-130982","","特許7401340","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-130982/11/ja"
"特開2021-127655","特願2020-024230","2020/02/17","2021/09/02","穿孔エネルギーによる地山評価方法","戸田建設株式会社","E21D9/00@Z,E21D9/00@C,E21D20/00@Z,E21B47/00","特開2021-127655","","特許7393240","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-127655/11/ja"
"特開2021-119273","特願2020-013096","2020/01/30","2021/08/12","建て起こし装置、保護部材及び建て起こし装置の設置構造","株式会社奥村組,戸田建設株式会社,成幸利根株式会社,西松建設株式会社,東京機材工業株式会社","E04G21/16","特開2021-119273","","特許7429381","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119273/11/ja"
"特開2021-119272","特願2020-013090","2020/01/30","2021/08/12","杭の撤去方法及び引抜治具、杭撤去装置","株式会社奥村組,戸田建設株式会社,西松建設株式会社,日特建設株式会社","E02D9/02","特開2021-119272","","特許7402701","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119272/11/ja"
"特開2021-117738","特願2020-010723","2020/01/27","2021/08/10","牽引による資機材の搬送方法","戸田建設株式会社","G05D1/02@Y,G05D1/02@H,B61G1/32,B61B13/00@S,G05D1/24,G05D1/242,G05D1/247,G05D1/43,G05D1/60,G05D1/667,G05D105:00,G05D105:05,G05D105:20,G05D107:90,G05D109:00,G05D111:00","特開2021-117738","","特許7469888","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-117738/11/ja"
"特開2021-107620","特願2019-238627","2019/12/27","2021/07/29","シールド掘進機取扱方法","戸田建設株式会社,川崎重工業株式会社,地中空間開発株式会社","E21D11/00@B","特開2021-107620","","特許7366502","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-107620/11/ja"
"特開2021-105594","特願2019-238135","2019/12/27","2021/07/26","粒子画像撮像方法及び粒子速度分布作成方法","戸田建設株式会社","G01H9/00@Z,G01P13/00@E","特開2021-105594","","特許7281396","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-105594/11/ja"
"特開2021-105294","特願2019-237045","2019/12/26","2021/07/26","推進工法","株式会社イセキ開発工機,戸田建設株式会社","E21D9/06,311@C,E21D9/08@P,E21D9/12@M,F16L1/028@E","特開2021-105294","","特許7309599","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-105294/11/ja"
"特開2021-098969","特願2019-230556","2019/12/20","2021/07/01","トンネル掘進機のセンターカッター","ＪＩＭテクノロジー株式会社,戸田建設株式会社,日本シビックコンサルタント株式会社","E21D9/087@A,E21D9/12@D,E21D9/10@K","特開2021-098969","","特許7381325","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-098969/11/ja"
"特開2021-087386","特願2019-219349","2019/12/04","2021/06/10","食用花用除虫装置及び食用花用除虫方法","戸田建設株式会社","A23N12/02@Z,A23L19/00@A","特開2021-087386","","特許7269868","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-087386/11/ja"
"特開2021-085192","特願2019-213731","2019/11/26","2021/06/03","トンネル掘進機のカッタービット交換装置","ＪＩＭテクノロジー株式会社,戸田建設株式会社,日本シビックコンサルタント株式会社","E21D9/087@C","特開2021-085192","","特許7307664","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-085192/11/ja"
"特開2021-084746","特願2019-214148","2019/11/27","2021/06/03","タワークレーンの自動運転制御システム","戸田建設株式会社","B66C13/22@T,B66C13/46@F,B66C23/16","特開2021-084746","","特許7343369","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-084746/11/ja"
"特開2021-083204","特願2019-207931","2019/11/18","2021/05/27","太陽光パネルの設置構造","戸田建設株式会社","H02S20/30@D,H02S20/20,200,H02S30/20","特開2021-083204","","特許7506466","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-083204/11/ja"
"特開2021-075896","特願2019-203136","2019/11/08","2021/05/20","鉄骨構造物の施工に係るトータルステーションの設置方法","戸田建設株式会社","E04G21/18@B,G01C15/00,103@Z","特開2021-075896","","特許7307663","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-075896/11/ja"
"特開2021-075840","特願2019-200618","2019/11/05","2021/05/20","鉄筋コンクリート柱と鉄骨梁との接合部構造","戸田建設株式会社","E04B1/58,505@P,E04B1/30@K","特開2021-075840","","特許7339856","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-075840/11/ja"
"特開2021-059967","特願2020-162914","2020/09/29","2021/04/15","インバート桟橋及びその移動方法","岐阜工業株式会社,戸田建設株式会社","E21D11/10@Z","特開2021-059967","","特許7504397","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059967/11/ja"
"特開2021-059908","特願2019-185053","2019/10/08","2021/04/15","大空間構造物及びその構築方法","戸田建設株式会社","E04B1/35@N,E04B1/343@U,E04B1/34@F","特開2021-059908","","特許7288835","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059908/11/ja"
"特開2021-059899","特願2019-184637","2019/10/07","2021/04/15","プレキャストコンクリート壁体の止水構造及びその施工方法","ジオスター株式会社,戸田建設株式会社","E02D5/18,103,E02D5/20,103","特開2021-059899","","特許7297254","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059899/11/ja"
"特開2021-059898","特願2019-184622","2019/10/07","2021/04/15","切削用組成物及びこれを用いた高圧噴射撹拌工法","学校法人早稲田大学,戸田建設株式会社,太洋基礎工業株式会社","E02D3/12,102,B24C1/00@Z,B24C5/02@B,B24C11/00@B,B24C11/00@D,B24C11/00@G","特開2021-059898","","特許7307650","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059898/11/ja"
"特開2021-059892","特願2019-184404","2019/10/07","2021/04/15","鉄骨施工階への基準点盛替えシステム","戸田建設株式会社","E04G21/18@Z,G01C15/06@T,G01C15/00,103@B,G01C15/00,104@Z","特開2021-059892","","特許7288383","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059892/11/ja"
"特開2021-046769","特願2019-171800","2019/09/20","2021/03/25","レール送り装置を備えた台車","岐阜工業株式会社,戸田建設株式会社","E21D11/10@Z,E21D11/38@Z","特開2021-046769","","特許7306628","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046769/11/ja"
"特開2021-046768","特願2019-171794","2019/09/20","2021/03/25","レール送り装置を備えた台車","岐阜工業株式会社,戸田建設株式会社","E21D11/10@Z,E21D11/38@Z","特開2021-046768","","特許7306627","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046768/11/ja"
"特開2021-046732","特願2019-170363","2019/09/19","2021/03/25","開口部を有する建築物","戸田建設株式会社","E04B1/20@A,E04B1/20@F,E04H9/02,301","特開2021-046732","","特許7300355","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046732/11/ja"
"特開2021-046729","特願2019-170269","2019/09/19","2021/03/25","大空間構造物","戸田建設株式会社","E04B1/342@A,E04B1/32,102@B,E04B1/19@A","特開2021-046729","","特許7223668","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046729/11/ja"
"特開2021-042629","特願2019-167199","2019/09/13","2021/03/18","鋼製支保工とインバートコンクリートとの接続部構造","戸田建設株式会社","E21D11/10@Z","特開2021-042629","","特許7294965","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-042629/11/ja"
"特開2021-031902","特願2019-151217","2019/08/21","2021/03/01","コンクリート製プレキャスト部材の継手構造","一般財団法人災害科学研究所,戸田建設株式会社","E01D19/12,E04B1/16@L,E04B1/41,501,E04B1/61,502@H","特開2021-031902","","特許7319628","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-031902/11/ja"
"特開2021-025367","特願2019-146095","2019/08/08","2021/02/22","ロックボルトの軸力検出用定着具","株式会社カテックス,戸田建設株式会社","E21D20/00@Z,G01L5/00,103@B","特開2021-025367","","特許7270926","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-025367/11/ja"
"特開2021-016114","特願2019-130807","2019/07/16","2021/02/12","導波管アンテナによる通信システム","古野電気株式会社,戸田建設株式会社","H04B5/00@A,E04G21/00,H01P3/127,H01Q13/22,H04B5/28,H04B5/43,H04B5/70,H04B5/73,H04B5/75","特開2021-016114","","特許7252849","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-016114/11/ja"
"特開2021-012305","特願2019-126686","2019/07/08","2021/02/04","ＡＩロボットによる対話型管理システム","ユニロボット株式会社,戸田建設株式会社","G10L17/10,G07B15/00@M,G10L15/22,300@U,G10L15/00,200@S,G10L17/00,400,G10L13/00,100@M,G06Q50/08,G06T7/00@P,G06T7/20,300,G06T7/00,660@B,G07C9/37","特開2021-012305","","特許7291017","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-012305/11/ja"
"特開2021-004473","特願2019-118064","2019/06/26","2021/01/14","地盤改良効果の確認方法及びそれに用いる測定装置","ＮＰＯ法人地盤防災ネットワーク,戸田建設株式会社,太洋基礎工業株式会社","E02D3/12,101,E02D1/08","特開2021-004473","","特許7248241","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-004473/11/ja"
"特開2020-196217","特願2019-104611","2019/06/04","2020/12/10","吹付けコンクリートの製造方法","戸田建設株式会社,名岐エンジニアリング株式会社","B28C7/04,B28C5/46","特開2020-196217","","特許7239922","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-196217/11/ja"
"特開2020-193562","特願2020-148199","2020/09/03","2020/12/03","シール剤、及びシール剤用品","戸田建設株式会社,太洋基礎工業株式会社,富士化学株式会社","E02D3/12,101","特開2020-193562","","特許7109033","拒絶2022-007041","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-193562/11/ja"
"特開2020-193481","特願2019-099507","2019/05/28","2020/12/03","コンクリート製プレキャスト床版の継手構造及びコンクリート製プレキャスト部材の継手構造","一般財団法人災害科学研究所,戸田建設株式会社","E01D19/12","特開2020-193481","","特許7254289","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-193481/11/ja"
"特開2020-190104","特願2019-095339","2019/05/21","2020/11/26","埋設物探査方法及びそのための探査装置","戸田建設株式会社","E21B7/00@Z,G01V9/00@K","特開2020-190104","","特許7236929","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-190104/11/ja"
"特開2020-180509","特願2019-085196","2019/04/26","2020/11/05","掘削装置","学校法人早稲田大学,株式会社地域地盤環境研究所,戸田建設株式会社,西松建設株式会社,前田建設工業株式会社,太洋基礎工業株式会社,有限会社マグマ","E02F5/02@D,E02D3/12,102,B66C23/42@A","特開2020-180509","","特許7254608","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-180509/11/ja"
"特開2020-176372","特願2019-076901","2019/04/15","2020/10/29","コンクリート製プレキャスト床版の継手構造","一般財団法人災害科学研究所,戸田建設株式会社","E01D19/12,E01D21/00@Z,E01D22/00@Z","特開2020-176372","","特許7215680","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-176372/11/ja"
"特開2020-176371","特願2019-076900","2019/04/15","2020/10/29","掘削機引戻し装置","株式会社アルファシビルエンジニアリング,戸田建設株式会社","E21D9/06,301@E","特開2020-176371","","特許7270924","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-176371/11/ja"
"特開2020-173261","特願2020-109656","2020/06/25","2020/10/22","シート状センサ","ムネカタインダストリアルマシナリー株式会社,戸田建設株式会社","G01V3/00@A,G01N27/04@Z,G01N27/22@C,E21D11/10@B,G01V1/00@A","特開2020-173261","","特許7126086","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-173261/11/ja"
"特開2020-169438","特願2019-069557","2019/03/31","2020/10/15","音響調整パネル及びそれを設置した室内構造","株式会社日建設計,戸田建設株式会社","E04B1/99@E,E04B1/99@H,G10K11/16,130,G10K15/00@M","特開2020-169438","","特許7444546","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-169438/11/ja"
"特許7228817","特願2021-508450","2019/03/26","2020/10/01","コンクリート打設用の抵抗式センサアレイシステム","ムネカタインダストリアルマシナリー株式会社,戸田建設株式会社","G01N27/04@Z","WO2020/194482","","特許7228817","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7228817/15/ja"
"特開2020-159080","特願2019-060290","2019/03/27","2020/10/01","鉄筋コンクリート構造物の解体方法","株式会社千代田エレクトロニクス,戸田建設株式会社","E04G23/08@H","特開2020-159080","","特許7290969","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-159080/11/ja"
"特開2020-159074","特願2019-060070","2019/03/27","2020/10/01","トンネルの防音扉の遮音施工方法及びトンネルの防音扉の遮音構造","戸田建設株式会社","E21D9/00@C,E01F8/00,E21D9/14,E21F17/00","特開2020-159074","","特許7213118","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-159074/11/ja"
"特開2020-147989","特願2019-046085","2019/03/13","2020/09/17","コンクリートの湿潤養生方法","戸田建設株式会社,有光工業株式会社","E21D11/10@Z","特開2020-147989","","特許7201173","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-147989/11/ja"
"特開2020-139389","特願2020-026353","2020/02/19","2020/09/03","コンクリートの鉛直打継目用型枠資材及びこれを用いた鉛直打継目用型枠","戸田建設株式会社","E04G21/02,103@A,E04G9/10,101@B,E04G9/10,101@A","特開2020-139389","","特許7470525","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-139389/11/ja"
"特開2020-138303","特願2019-037519","2019/03/01","2020/09/03","非金属構造物の切断装置及び切断方法","岡谷酸素株式会社,戸田建設株式会社,日酸ＴＡＮＡＫＡ株式会社","B26F3/06,E04G23/08@H","特開2020-138303","","特許7194047","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-138303/11/ja"
"特開2020-128316","特願2019-021962","2019/02/08","2020/08/27","トンネル覆工コンクリートの施工方法","戸田建設株式会社,太平洋マテリアル株式会社","C04B28/08,E21D11/10@Z,C04B22/06@Z,C04B22/08@B","特開2020-128316","","特許7195962","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-128316/11/ja"
"特開2020-128155","特願2019-021603","2019/02/08","2020/08/27","ブルドーザの安全装置","株式会社カナモト,戸田建設株式会社","B60T7/12@C,E02F9/24@B,B60T13/74@H,B60T7/02@D,B60T7/06@E","特開2020-128155","","特許7103968","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-128155/11/ja"
"特開2020-125945","特願2019-017774","2019/02/04","2020/08/20","コンクリートの脱型時強度判定用型枠","戸田建設株式会社","G01N27/04@Z,E21D11/10@Z,E04G9/00@Z,E04G21/02,103@Z,E04G21/02,104,G01N33/38","特開2020-125945","","特許7141956","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-125945/11/ja"
"特開2020-125631","特願2019-018534","2019/02/05","2020/08/20","免震建物の位置調整方法","戸田建設株式会社","E04H9/02,331@B,E02D27/34@B,E04H9/02,331@E,E04G23/02@C,F16F15/02@L,F16F15/04@P","特開2020-125631","","特許7117251","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-125631/11/ja"
"特開2020-117602","特願2019-008654","2019/01/22","2020/08/06","筋状繊維強化補強材を備えた構造物及びその製造方法","戸田建設株式会社","C08J5/04,E04C5/07","特開2020-117602","","特許7218187","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-117602/11/ja"
"特開2020-105858","特願2018-247114","2018/12/28","2020/07/09","支持構造および金具","株式会社フジタ,株式会社安藤・間,株式会社熊谷組,株式会社鴻池組,株式会社大林組,株式会社竹中工務店,戸田建設株式会社,五洋建設株式会社,三井住友建設株式会社,鹿島建設株式会社,清水建設株式会社,西松建設株式会社,前田建設工業株式会社,大成建設株式会社,大和ハウス工業株式会社","E04B1/94@E","特開2020-105858","","特許6916774","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-105858/11/ja"
"特開2020-101501","特願2018-241238","2018/12/25","2020/07/02","コンクリート強度試験供試体用の樹脂製型枠","フクビ化学工業株式会社,戸田建設株式会社","G01N1/28@E,G01N3/00@M,B28B7/34@F","特開2020-101501","","特許7202178","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-101501/11/ja"
"特開2020-101500","特願2018-241237","2018/12/25","2020/07/02","コンクリート強度試験供試体用の型枠","フクビ化学工業株式会社,戸田建設株式会社","G01N1/28@E,G01N33/38","特開2020-101500","","特許7202177","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-101500/11/ja"
"特開2020-101045","特願2018-241339","2018/12/25","2020/07/02","プレキャストコンクリート用型枠及び基礎ブロックの製造方法","戸田建設株式会社","E02D27/34@B,E02D27/01,101,E04H9/02,331@Z,E04G21/12,105@E,E02D27/01,101@A","特開2020-101045","","特許7143208","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-101045/11/ja"
"特開2020-101038","特願2018-241142","2018/12/25","2020/07/02","打設コンクリートの加振装置及び加振方法","株式会社北斗工業,戸田建設株式会社,大栄工機株式会社,飛島建設株式会社","E04G21/08","特開2020-101038","","特許7030310","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-101038/11/ja"
"特開2020-097892","特願2020-019400","2020/02/07","2020/06/25","トンネル構造の製造方法及び止水方法","戸田建設株式会社","E21D9/06,301@K,E21D11/00@A","特開2020-097892","","特許6884897","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-097892/11/ja"
"特開2020-094447","特願2018-234215","2018/12/14","2020/06/18","矩形推進管の設置方法及び矩形推進管を備える地中構造物の製造方法","戸田建設株式会社","E21D9/04@F,E21D9/06,311@A","特開2020-094447","","特許7088818","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-094447/11/ja"
