"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許7348412","特願2022-558506","2022/03/31","2022/10/06","水溶性ポリマーの製造方法、および吸水性樹脂の製造方法","ナガセケムテックス株式会社,株式会社林原,長瀬産業株式会社","C08B31/12,C08B31/10,C08B31/04","null","WO2022/211000","","特許7348412","","","特許 有効","出願人・権利者等の氏名変更","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7348412/15/ja"
"特開2022-140618","特願2022-123155","2022/08/02","2022/09/26","電子装置及びその製造方法","長瀬産業株式会社","H01L25/08@Y,H01L25/08@D,H10B80/00,H10W90/20@Z,H10W90/22","(57)【要約】
【課題】チップ間の信号伝送性とチップへの安定的な電力供給性能に優れた電子装置を提供する。
【解決手段】電子装置１は、配線層４０と、配線層４０の一方の面に設けられた第２チップ２０及び第３チップ３０と、配線層４０の他方の面に設けられた第１チップ１０とを備える。配線層４０は、第１チップ１０と第２チップ２０の間、及び、第１チップ１０と第３チップ３０の間をそれぞれ接続する導電部材４１，４２を含み、第２チップ２０と第３チップ３０の間を直接接続する導電部材を含まない。
【選択図】図１
","特開2022-140618","","特許7319436","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-140618/11/ja"
"特許7125216","特願2021-135862","2021/08/23","2022/08/24","水溶性ポリマーの製造方法、および吸水性樹脂の製造方法","ナガセケムテックス株式会社,株式会社林原,長瀬産業株式会社","C08B30/18,C08B31/08,C08B31/00,C09K3/00@N,B01J20/24@B,B01J20/30,B01J20/28@Z,B01J20/26@D,C08B31/12,C08B33/04,C08B35/04","(57)【要約】
【課題】生産効率が高い水溶性ポリマーの製造方法、および吸水性能に優れた吸水性樹脂の製造方法を提供する。
【解決手段】澱粉を低分子量化して澱粉の部分分解物を得る工程（ａ１）、および工程（ａ１）で得られた澱粉の部分分解物にイオン性官能基を導入する工程（ａ２）、を含む、水溶性ポリマーの製造方法。
【選択図】なし 
","特開2022-158813","","特許7125216","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7125216/15/ja"
"特許7727671","特願2022-579446","2022/01/24","2022/08/11","ホモシステイン誘導体及びその製造方法、組成物、並びに、炎症抑制剤","長瀬産業株式会社","C07C323/58,C07C319/20,A61K31/198,A61P29/00,A61P43/00,121,A61K31/4172","null","WO2022/168650","","特許7727671","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7727671/15/ja"
"特許7106732","特願2021-126605","2021/08/02","2022/07/26","防曇層、及びその利用","長瀬産業株式会社","C09D201/00,C09D5/02,C09D133/00,C09K3/18,B32B27/20@Z","(57)【要約】
【課題】水系溶媒を用い、かつ、耐熱性が優れる防曇層を提供する。
【解決手段】防曇層は、有機微粒子（Ａ）を含み、ガラス転移温度が６０℃以上である。
【選択図】図１
","特開2023-021624","","特許7106732","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7106732/15/ja"
"特許7100326","特願2021-058902","2021/03/30","2022/07/13","検知システム及び空間利用システム","トライポッドワークス株式会社,長瀬産業株式会社","G06Q50/10,G08B21/24,G06Q30/02,320,G08G1/00@D,G16Y10/40,G16Y20/20,G16Y40/10,G08B21/02,G06Q30/0207,G06Q50/43","(57)【要約】
【課題】
  本発明は、所定の空間において特定の事象が発生したことを、高い精度で検知することができる検知システム及び検知方法を提供することを目的とする。
【解決手段】
  少なくとも１つのコンピュータ装置を備え、所定の空間から第１の情報を取得する第１情報取得手段と、前記所定の空間から第１の情報とは異なる第２の情報を取得する第２情報取得手段と、取得した第１の情報及び第２の情報が、所定の空間において特定の事象が発生したことを示す所定の条件を満たすか否かを判定する条件判定手段とを備える、検知システム。
【選択図】    図４
","特開2022-155417","","特許7100326","拒絶2022-005328","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7100326/15/ja"
"特開2022-100472","特願2020-214461","2020/12/24","2022/07/06","でんぷん含有樹脂組成物","セツナン化成株式会社,長瀬産業株式会社","C08L101/00,C08L3/02,C08L101/14,C08L5/02,C08K5/103,C08K5/134,C08K5/053,C08J3/22,C08J5/18","(57)【要約】
【課題】でんぷんを含有する樹脂組成物であって、でんぷんの分散性に優れ、ブリードアウトが抑制された成形体の製造を可能とする樹脂組成物を提供すること。
【解決手段】本発明のでんぷん含有樹脂組成物は、熱可塑性樹脂と、でんぷんと、でんぷん用滑剤とを含む、でんぷん含有樹脂組成物であって、該でんぷん用滑剤が、界面活性剤およびでんぷん用可塑剤からなる群から選ばれる少なくとも１種であり、該でんぷん含有樹脂組成物中、該でんぷんの含有割合は、１０重量％～７０重量％であり、該でんぷん含有樹脂組成物から形成された厚み０．１ｍｍプレス平板を形成したとき、該プレス平板の表面において観察される０．３ｍｍ２以上のきょう雑物が、面積２５００ｍｍ２範囲あたり、４個以下となる。
【選択図】図１

","特開2022-100472","","特許7653253","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-100472/11/ja"
"特開2022-100471","特願2020-214460","2020/12/24","2022/07/06","ポリ乳酸樹脂組成物","セツナン化成株式会社,長瀬産業株式会社","C08L67/04,C08K5/103,C08K5/20,C08L101/00,C08L101/14,C08K3/34,C08K5/13,B29B9/06,B29B7/48,B33Y80/00,B33Y70/00,B29C64/106,B33Y10/00,C08J5/18,C08L101/16","(57)【要約】
【課題】フィラー起因の特性に優れた樹脂組成物であって、成形時の生産性に優れた樹脂組成物およびその製造方法を提供すること。
【解決手段】本発明のポリ乳酸樹脂組成物は、ポリ乳酸系樹脂と、フィラーとを含む、ポリ乳酸系樹脂であって、該ポリ乳酸系樹脂が、フィラー分散剤および／またはフィラー分散用ポリマーをさらに含み、該ポリ乳酸樹脂組成物中のフィラーの含有割合が３０重量％～７０重量％である。
【選択図】なし
","特開2022-100471","","特許7658741","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-100471/11/ja"
"特許7087177","特願2021-126606","2021/08/02","2022/06/20","防曇層、及びその利用","長瀬産業株式会社","C09D201/00,C09D133/00,C09K3/18,B32B27/20@Z","(57)【要約】
【課題】水系溶媒を用いて作製でき、かつ、高温に曝されたときおける光沢値の変化が少ない、防曇層を提供する。
【解決手段】防曇層は、有機微粒子（Ａ）を含み、８０℃の加熱環境下に静置する前における光沢値（６０°）と、前記加熱環境下に２４０時間静置した後、２３℃、５０％ＲＨの環境下に１時間静置した後における前記防曇層の光沢値（６０°）との変化率が、－５％以上＋５％以下である。
【選択図】図１
","特開2023-021625","","特許7087177","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7087177/15/ja"
"特許7087176","特願2021-126604","2021/08/02","2022/06/20","防曇層、及びその利用","長瀬産業株式会社","C09D201/00,C09D133/00,C09D7/61,C09D5/02,C09K3/18,B32B27/20@Z","(57)【要約】
【課題】水系溶媒を用い、かつ、防曇性が優れる防曇層を提供する。
【解決手段】防曇層は、有機微粒子（Ａ）を含み、表面粗さＲａが５ｎｍ以上、２００ｎｍ以下である。
【選択図】図１
","特開2023-021623","","特許7087176","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7087176/15/ja"
"特開2022-076172","特願2020-186464","2020/11/09","2022/05/19","でんぷん造粒物","セツナン化成株式会社,長瀬産業株式会社","C08L3/00,C08L5/00,C08K5/103,C08K5/053,B29B9/12","(57)【要約】
【課題】でんぷん造粒物の取り扱性、でんぷん造粒物の生産性、適用可能樹脂の汎用性、熱可塑性樹脂組成物中でのでんぷんの分散性等に優れるでんぷん造粒物を提供すること。
【解決手段】本発明のでんぷん造粒物は、でんぷんと、水溶性多糖類と、でんぷん用滑剤とを含み、該でんぷん用滑剤が、界面活性剤およびでんぷん用可塑剤からなる群から選ばれる少なくとも１種であり、該水溶性多糖類の含有割合が、でんぷん１００重量部に対して、０．１重量部～１０重量部であり、該でんぷん用滑剤の含有割合が、でんぷん１００重量部に対して、０．１重量部～１０重量部である。
【選択図】図１

","特開2022-076172","","特許7605617","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-076172/11/ja"
"特開2022-069818","特願2020-178706","2020/10/26","2022/05/12","健康インセンティブ・サポート・システム","長瀬産業株式会社","G16H20/00","(57)【要約】      （修正有）
【課題】企業、健保組合、スポーツクラブやドラッグストアの会員の健康インセンティブを高精度にサポートすることを可能としたシステムを提供する。
【解決手段】会員ごとの健康意識・行動に対応させて健康ポイントを付与する健康インセンティブ・サポート・システムであって、会員データを入力する入力部と、会員の個人情報データ、健康情報測定データ及び生活習慣記録データ等の会員データ、健康行動に対するオッズ係数やリスクによる重みづけ係数等の各種情報、健康行動に対するオッズやリスクによる重みづけを解析するプログラム及び健康ポイント算出プログラムが記録・格納される記録部と、記録部のデータを参照して入力部で入力された会員データに対するオッズ及び重みづけを判定して健康ポイントを算出する第１制御部を備えた中央演算処理部と、健康ポイント、健康行動履歴、会員データの表示を行う表示部と、を有する。
【選択図】図２
","特開2022-069818","","特許7649126","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-069818/11/ja"
"特開2022-047351","特願2020-153220","2020/09/11","2022/03/24","フィラー造粒物","セツナン化成株式会社,長瀬産業株式会社","C08L101/00,C08K3/013,C08K5/103,C08K5/20,C08K5/09,C08J3/12@Z,C08L23/00,B29B9/12,C08J3/22","(57)【要約】
【課題】フィラー造粒物中のフィラーの高濃度化、フィラー造粒物の生産性、適用フィラーの汎用性、熱可塑性樹脂組成物中でのフィラーの分散性等に優れるフィラー造粒物を提供すること。
【解決手段】  本発明のフィラー造粒物は、ポリマーと、フィラーと、分散剤とを含み、該分散剤が、多価アルコール脂肪酸エステル、脂肪酸アマイド、ポリグリセリン脂肪酸エステル、縮合ヒドロキシ脂肪酸および縮合ヒドロキシ脂肪酸のアルコールエステルからなる群から選ばれる少なくとも１種であり、該フィラーの含有割合が、該ポリマーと該フィラーの合計量１００重量部に対して、８０重量部～９９．９重量部である。
【選択図】なし
","特開2022-047351","","特許7422634","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-047351/11/ja"
"特開2022-041492","特願2020-146718","2020/09/01","2022/03/11","軟質ポリウレタンフォーム及び軟質ポリウレタンフォームの製造方法","株式会社東洋クオリティワン,株式会社林原,三洋化成工業株式会社,長瀬産業株式会社","C08G18/00@F,C08G18/65,011,C08G18/66,074,C08G101:00","(57)【要約】
【課題】  吸湿性及び放湿性に優れた軟質ポリウレタンフォームを提供する。
【解決手段】  トレハロース（Ａ）と、トレハロース（Ａ）以外のポリオール（Ｂ）と、有機ポリイソシアネート（Ｄ）とを含む混合物（Ｈ）の反応物であり、下記の（１）～（２）の条件を満たす軟質ポリウレタンフォーム：
（１）ポリオール（Ｂ）の水酸基価が８０～１６０ｍｇＫＯＨ／ｇである；
（２）ポリオール（Ｂ）の数平均官能基数が２．５～３．５である。
【選択図】なし
","特開2022-041492","","特許7133593","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-041492/11/ja"
"特許7007512","特願2021-091811","2021/05/31","2022/02/10","導電部材及びその製造方法","株式会社アテックス,長瀬産業株式会社","B29C45/14,B29C45/16,B29C33/12,B29C45/26,H02G3/04","(57)【要約】
【課題】絶縁フィルムを挟持する２つの金属板を樹脂被覆した導電部材を効率良く生産する。
【解決手段】２つの金属板３０，４０の間に絶縁フィルム１０が介在する導電部材１００の製造方法であって、絶縁フィルム１０が少なくとも部分的に露出するように、絶縁フィルム１０を絶縁性の第１の樹脂２０によって被覆した中間品６０を生成する一次成形工程と、この中間品６０における絶縁フィルム１０の露出部分の少なくとも一部を２つの金属板３０，４０の間に挟み込んだ状態で、２つの金属板３０，４０における絶縁フィルムの挟持部３２，４２を絶縁性の第２の樹脂５０によって被覆する二次成形工程とを含む。
【選択図】図１
","特開2022-184140","","特許7007512","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7007512/15/ja"
"特開2022-017352","特願2021-171107","2021/10/19","2022/01/25","安定化されたマイコスポリン様アミノ酸を含有する溶液、およびその製造方法","株式会社林原,長瀬産業株式会社","C07C229/12,C07C323/57,C07C55/22,C07C229/24,C07C279/14,C07C59/105,C07C57/10,C07C63/06,C07C65/03@D,C07C229/08,C09K3/00,104@Z,C07C251/20,C09K3/00,104","(57)【要約】
【課題】溶液中のマイコスポリン様アミノ酸（ＭＡＡ）の分解を抑制するための方法等を提供する。
【解決手段】
  溶液中のＭＡＡの分解を抑制するための方法であって、
（ａ）ＭＡＡ、および
（ｂ）α－グルコシルヘスぺリジン、エリソルビン酸、α－グルコシルルチン、グルタチオン、二亜硫酸ナトリウム、アルブミン、没食子酸、ＥＤＴＡ、メタリン酸ナトリウム、クエン酸ナトリウム、アスパラギン酸、グルタミン酸、メチオニン、セリン、グルコース、トレハロース、ソルビトール、アロース、β－シクロデキストリン、ソルビン酸カリウム、安息香酸ナトリウム、パラヒドロキシ安息香酸ナトリウム、リジン塩酸塩、グルコサミン塩酸塩、マンニトール、ヒアルロン酸ナトリウム、およびエルゴチオネインからなる群から選択される１以上の物質
を溶媒に混合することを特徴とする、方法。
【選択図】なし
","特開2022-017352","","特許7257479","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-017352/11/ja"
"特開2022-016991","特願2020-120018","2020/07/13","2022/01/25","吸水剤","ナガセケムテックス株式会社,長瀬産業株式会社","B01J20/26@D,B01J20/30,B01J20/28@Z,C08F120/06,C08F6/00","(57)【要約】
【課題】アルカリ水溶液に対する可溶性が高い吸水剤を提供する。
【解決手段】水溶液重合法で得られ、エポキシ化合物および／またはエポキシアクリレートで内部架橋されたポリアクリル酸（塩）系吸水性樹脂からなり、０．５％の水酸化ナトリウム水溶液に対する溶解率が５０％以上である吸水剤。
【選択図】なし
","特開2022-016991","","特許7737788","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-016991/11/ja"
"特開2022-009689","特願2021-176812","2021/10/28","2022/01/14","電子機器、情報処理システム","株式会社シーズ,長瀬産業株式会社","G06F11/10,604,G06F11/30,193,G06F12/00,560@A,H04L1/00@A","(57)【要約】
【課題】データの伝送におけるデータ破壊リスクを、さらに低減し得る技術を提供すること。
【解決手段】データブロック生成部３２ｇは、センサ情報に基づいてデータブロックＢＤ１、データブロックＢＤ２、及びデータブロックＢＤ３を生成する。第１処理部３３ｇは、第２関連付情報ＦＴ１を生成し、これを第１関連付情報ＨＤ２としてデータブロックＢＤ２に付加する。第２処理部３４ｇは、データブロックＢＤ２から得られるハッシュ値を少なくとも含む第２関連付情報ＦＴ２を生成してデータブロックＢＤ２に付加する。記憶制御部３６ｇは、第１関連付情報ＨＤ２及び第２関連付情報ＦＴ２が付加されたデータブロックＢＤ２を、データブロックＢＤ１を含む１以上の他の前記単位のデータに対して、ブロックチェーンの技術を利用した対応付けを行って、記憶部１２ｇに記憶させる制御を実行する。これにより、上記課題を解決する。
【選択図】図６
","特開2022-009689","","特許7406214","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-009689/11/ja"
"特開2022-000509","特願2021-142475","2021/09/01","2022/01/04","脂質組成物、その用途及びその製造方法","長瀬産業株式会社","C11C3/00,A23L33/115,C12P7/64,C12N1/12@B,C12N1/12@C,A61K31/202,A61P9/10,101,A61P43/00,121,A61K47/12,A23K20/158,C12N1/125","(57)【要約】
【課題】本発明は、ｎ－３ＤＰＡ等のｎ－３ＰＵＦＡを含む脂質組成物を提供する。
【解決手段】本発明の脂質組成物は、ＧＣ－ＦＩＤのクロマトグラムにおけるピーク面積
比として、メチルエステル換算で、脂肪酸成分の全量に対して、１０％以上のｎ－３ＤＰ
Ａと、３０％以上のＤＨＡとを少なくとも含み、ｎ－６多価不飽和脂肪酸の含有量が合計
で１５％以下であり、パルミチン酸の含有量が１０％以下であることを特徴とする。
【選択図】なし
","特開2022-000509","","特許7262536","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-000509/11/ja"
"特許6985542","特願2021-047953","2021/03/22","2021/12/22","インサート製品及びその製造方法","株式会社アテックス,長瀬産業株式会社","B29C45/14,F28D15/02@L,H01L23/46@B,H05K7/20@N,H10W40/00,100,H10W40/73,200","(57)【要約】
【課題】インサート成形時に冷却パイプに生じる変形を抑制あるいはコントロールする。
【解決手段】インサート製品１００の製造方法であって、冷却パイプ１０内に充填物４０を充填する工程と、充填物４０を充填した冷却パイプ１０と発熱体２０とをインサート成形により一体化する工程を含む。冷却パイプ１０内に充填物４０を充填した状態でインサート成形を行うことで、樹脂の射出圧によって冷却パイプ１０に生じる変形を抑制あるいはコントロールすることができる。
【選択図】図３
","特開2022-146794","","特許6985542","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6985542/15/ja"
"特許7748676","特願2022-530061","2021/05/06","2021/12/16","複合化全固体型リチウム硫黄電池用正極合材","ナガセケムテックス株式会社,国立研究開発法人産業技術総合研究所,長瀬産業株式会社","H01M4/136,H01M4/62@Z,H01M10/0562,H01M10/052,H01M4/38@Z,H01M4/36@B,H01M4/1397,H01M4/58,H01M4/139,H01M4/36@E","null","WO2021/251031","","特許7748676","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7748676/15/ja"
"特許6979487","特願2020-120017","2020/07/13","2021/12/15","吸水性樹脂架橋剤組成物","ナガセケムテックス株式会社,長瀬産業株式会社","C08L33/02,C08L63/00@A,C08K5/053,C08J3/24@Z,C08K5/1515,C08G59/42","(57)【要約】
【課題】高いＦＳＣ、ＣＲＣを維持し、吸水力を向上しつつ、同時に、ＡＵＬを向上させ、逆戻り量を低減した吸水剤を製造するための架橋剤を提供する。
【解決手段】ポリアクリル酸(塩)系吸水性樹脂との反応性を有し、水溶率が９５％以下である架橋剤、及び、水と、水よりも沸点が高い親水性溶媒との混合溶媒を含む、吸水性樹脂架橋剤組成物。
【選択図】なし
","特開2022-016990","","特許6979487","全部異議2022-700521,拒絶2021-011280","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6979487/15/ja"
"特開2021-185036","特願2021-134771","2021/08/20","2021/12/09","端子、端子を備えたパワーモジュール用射出成形体、及びその製造方法","株式会社アテックス,長瀬産業株式会社","B29C45/14,H01R12/58","(57)【要約】      （修正有）
【課題】端子及び基板を一体成形することができるパワーモジュール用射出成形体の製造方法及びそれに用いる特定形状の端子を提供する。
【解決手段】パワーモジュール用射出成形体の製造方法は、特定形状を有する端子１の第一先端部１２を基板７に差し込む工程と、第二先端部１３が樹脂成形金型４内の端子挿入部４１に挿入されるように、基板７を金型４に配置する工程と、金型４に樹脂を流入することにより、基板７及び端子１を一体成形する工程と含む。
【選択図】図５
","特開2021-185036","","特許7173503","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-185036/11/ja"
"特許6969763","特願2021-003799","2021/01/13","2021/11/24","移動体利用システム及び移動体利用方法","トライポッドワークス株式会社,長瀬産業株式会社","G06Q50/10,G06Q30/06,350,G06Q30/0645,G06Q50/43","(57)【要約】
【課題】
  本発明は、ユーザが利用する予定の移動体が適切に利用されているか、或いは、適切に利用されたものであるかを把握することができる、移動体利用システムを提供することを目的とする。
【解決手段】
  複数のユーザのそれぞれが操作する複数のユーザ端末と、ユーザ端末と通信接続が可能なサーバ装置とを備え、複数のユーザが入れ替わり移動体を利用するサービスを提供するための移動体利用システムであって、サーバ装置が、移動体を利用している一のユーザに関するユーザ情報及び／又は移動体の利用状況に関する利用状況情報を、該一のユーザと異なる他のユーザが操作する他のユーザ端末に送信する情報送信手段とを備える、移動体利用システム。
【選択図】    図６
","特開2022-108670","","特許6969763","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6969763/15/ja"
"特開2021-161351","特願2020-067451","2020/04/03","2021/10/11","樹脂組成物","長瀬産業株式会社","C08L67/00,C08L67/03,C08K3/00","(57)【要約】
【課題】ポリエステル系樹脂を含み、耐熱性および機械的特性に優れた成形体を形成し得る樹脂組成物を提供すること。
【解決手段】本発明の樹脂組成物は、樹脂成分として、結晶性ポリエステル系樹脂と、非晶性コポリエステル系樹脂とを含み、該非晶性コポリエステル系樹脂が、テレフタル酸系モノマー由来の構成単位と、１，４－シクロヘキサンジメタノール由来の構成単位を含み、該結晶性ポリエステル系樹脂の含有割合が、該樹脂成分１００重量部に対して、５０重量部～９０重量部であり、該非晶性コポリエステル系樹脂の含有割合が、該樹脂成分１００重量部に対して、１０重量部～５０重量部である。
【選択図】なし
","特開2021-161351","","特許7433119","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-161351/11/ja"
"特開2021-153207","特願2021-110790","2021/07/02","2021/09/30","電子装置","株式会社東芝,東芝デバイス＆ストレージ株式会社,長瀬産業株式会社","H01L25/08@Y,H10B80/00,H10W90/20@Z","(57)【要約】
【課題】チップ間の信号伝送性とチップへの安定的な電力供給性能に優れた電子装置を提供する。
【解決手段】配線層は、第１チップの第１領域と第２チップの第３領域との間、第１チップの第２領域と第３チップの第５領域との間、第１端子と第２チップの第４領域との間、および第２端子と第３チップの第６領域との間に設けられている。第４導電部材は、第１チップの第１領域と第２チップの第３領域との間に設けられ、第１チップの第１導電部材と第２チップの第２導電部材とを接続する。第５導電部材は、第１チップの第２領域と第３チップの第５領域との間に設けられ、第１チップの第１導電部材と第３チップの第３導電部材とを接続する。第１チップは、第１端子と第２端子との間に設けられている。
【選択図】図１
","特開2021-153207","","特許7118223","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-153207/11/ja"
"特許7158690","特願2021-555548","2021/03/01","2021/09/02","情報処理システム、及びプログラム","株式会社シーズ,長瀬産業株式会社","G06F21/62,318,G06F21/64,G09C1/00,650@Z","null","WO2021/172589","","特許7158690","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7158690/15/ja"
"特許7011276","特願2021-536728","2020/12/23","2021/07/29","登録装置、検証装置、識別装置、及び個体識別システム","学校法人東京理科大学,長瀬産業株式会社","H04L9/00,621@Z,G06F21/73,H04L9/10@Z","null","WO2021/149449","","特許7011276","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7011276/15/ja"
"特開2021-074892","特願2019-200763","2019/11/05","2021/05/20","被覆基材及びその製造方法","カシュー株式会社,ナガセケミカル株式会社,株式会社竹中工務店,長瀬産業株式会社","B32B21/08,B32B9/00@A,B32B27/30@Z,B27K3/02@C,B27K3/20,B27K3/36,B05D7/06@G,B05D7/24,302@N","(57)【要約】
【課題】アルカリ焼けが抑制され、且つ高温環境下での皺よりの発生が抑制された被覆基材、及び、その製造方法を提供する。
【解決手段】被覆基材は、木質材料、木質材料上に設けられたバーサチック酸ビニルエステル共重合体を含む中間層、及び、中間層上に設けられたアルカリ金属珪酸塩層を備える。
【選択図】図１
","特開2021-074892","","特許7436979","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-074892/11/ja"
"特開2021-074891","特願2019-200759","2019/11/05","2021/05/20","被覆基材及びその製造方法","カシュー株式会社,ナガセケミカル株式会社,株式会社竹中工務店,長瀬産業株式会社","B32B9/00@A,B32B27/40,B32B27/30@A,B05D7/24,302@B,B05D7/24,302@P,B05D7/24,302@T,B05D1/36@Z","(57)【要約】
【課題】耐水性に優れ、剥離が起こりにくい被覆基材、及び、その製造方法を提供する。
【解決手段】被覆基材は、基材、基材上に設けられたアルカリ金属珪酸塩層、及び、アルカリ金属珪酸塩層上に設けられたアクリルウレタン樹脂を含むトップ層を備える。
【選択図】図１
","特開2021-074891","","特許7426645","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-074891/11/ja"
"特開2021-074646","特願2019-200760","2019/11/05","2021/05/20","被覆基材の製造方法","カシュー株式会社,ナガセケミカル株式会社,株式会社竹中工務店,長瀬産業株式会社","B05D3/00@D,C09K21/02,C09D1/02,C09D7/61,C09D5/18,B05D7/24,303@B,B05D7/24,302@B,B05D7/24,301@C,B27K5/00@Z,B27K5/00@A","(57)【要約】
【課題】垂直面に塗布する場合の液だれを抑制でき、且つ、得られる被覆基材が透明性に優れる、被覆基材の製造方法を提供する。
【解決手段】被覆基材の製造方法は、基材の表面に非晶質シリカ及びアルカリ金属珪酸塩を含む水溶液を塗布する工程と、塗布された水溶液を乾燥させてアルカリ金属珪酸塩層を形成する工程、を備える。水溶液の６ｒｐｍ、２０℃の条件でのＢ型粘度μ６が１５００ｍＰａ・ｓ以上である。
【選択図】図１
","特開2021-074646","","特許7397436","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-074646/11/ja"
"特開2021-065184","特願2019-194513","2019/10/25","2021/04/30","好気性菌の代謝酵素破壊株およびその培養法","長瀬産業株式会社","C12N1/21,C12P19/04,C12N15/54,C12N15/52@Z,C12M1/00@A,C12P19/02","(57)【要約】      （修正有）
【課題】好気性菌の代謝酵素破壊株およびその培養法に関する。
【解決手段】本発明は、例えば、好気的条件下において培養された培地を含む培養物であって、培地は、好気性菌を含み、前記好気性菌は、ヘキソキナーゼ以外の解糖系の代謝酵素からなる群から選択されるいずれかの代謝酵素をコードする遺伝子が破壊されており、これにより、前記好気性菌において炭素源（例えば、グルコース）からＴＣＡサイクルへの代謝が抑制されている、培養物を提供する。
【選択図】なし
","特開2021-065184","","特許6917434","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-065184/11/ja"
"特許6864131","特願2020-036577","2020/03/04","2021/04/28","Ｌ－エルゴチオネイン含有組成物","長瀬産業株式会社","A61K31/4164,A61P39/06,A61P17/18,A61K8/49,A61Q19/00,A61Q17/04,A61Q1/02,A61Q1/12,A61Q19/10,A61Q5/02,A61Q5/12,A61Q5/06,A61Q11/00,A23L33/10","(57)【要約】
【課題】
  Ｌ－エルゴチオネイン（ＥＧＴ）とＮ，Ｎ－ジメチル－Ｌ－２－チオヒスチジン（ＤＴＨ）とが共存する組成物において、該組成物の着色を抑制することが可能となる。
【解決手段】
  ＥＧＴ、及び、ＤＴＨを含有する組成物であって、該ＤＴＨの含有量が、低減されてなる組成物を調製する。
【選択図】図１
","特開2021-138640","","特許6864131","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6864131/15/ja"
"特開2021-059468","特願2019-183937","2019/10/04","2021/04/15","ケイ酸ナノシート分散液およびその製造方法","セツナン化成株式会社,公立大学法人大阪,福井山田化学工業株式会社,長瀬産業株式会社","C01B33/38,B82Y30/00,B82Y40/00","(57)【要約】
【課題】ケイ酸ナノシート分散液を簡便に製造できる製造方法を提供する。
【解決手段】本発明の一実施形態に係るケイ酸ナノシート分散液の製造方法は、（i）結晶層間にＨ＋イオンが吸着されている層状ケイ酸化合物の結晶層間に、有機アミンがインターカレートしてなる有機物含有の層状ケイ酸化合物と、（ii）陰イオン界面活性剤と、を溶媒中で混合する工程を含む。
【選択図】図１
","特開2021-059468","","特許7372103","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-059468/11/ja"
