"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2017-182178","特願2016-064147","2016/03/28","2017/10/05","共振抑制制御装置及びこれを利用した制御システム","シンフォニアテクノロジー株式会社","G05B11/36,501@C","特開2017-182178","","特許6813770","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-182178/11/ja"
"特開2017-181187","特願2016-066089","2016/03/29","2017/10/05","衝突試験装置","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M17/00@Z,G01M17/007@Z,G01M7/08,G01M7/08@A","特開2017-181187","","特許6661114","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-181187/11/ja"
"特開2017-174899","特願2016-057278","2016/03/22","2017/09/28","ロードポートの制御装置、およびマッピングセンサのティーチング方法","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/07@C,B65G49/00@C,H10P72/30@A","特開2017-174899","","特許6708924","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-174899/11/ja"
"特開2017-147838","特願2016-027604","2016/02/17","2017/08/24","回転機及び気液分離装置","シンフォニアテクノロジー株式会社","H02K9/19@Z","特開2017-147838","","特許6617595","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-147838/11/ja"
"特許6184643","特願2017-511353","2016/11/09","2017/08/23","動力伝達装置及び水力発電装置","シンフォニアテクノロジー株式会社,中国電力株式会社","F03B11/00@Z,F16H37/02@Z,F16H49/00@A","WO2018/087829","","特許6184643","","再表2018/087829","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6184643/15/ja"
"特開2017-139486","特願2017-074145","2017/04/04","2017/08/10","パージノズルユニット、ロードポート、ストッカー","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2017-139486","","特許6409898","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-139486/11/ja"
"特開2017-134009","特願2016-015897","2016/01/29","2017/08/03","車両の試験装置","シンフォニアテクノロジー株式会社","G01M17/00@A,G01M17/007@A","特開2017-134009","","特許6555143","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-134009/11/ja"
"特開2017-134008","特願2016-015896","2016/01/29","2017/08/03","トルク制御値生成装置及びそれを備えたダイナモ駆動制御装置","シンフォニアテクノロジー株式会社","G01M17/00@A,G01M17/007@A","特開2017-134008","","特許6555142","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-134008/11/ja"
"特開2017-120936","特願2017-075655","2017/04/06","2017/07/06","ロードポート及びノズル駆動ユニット","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/00@A,H10P72/30@A","特開2017-120936","","特許6347301","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-120936/11/ja"
"特開2017-118781","特願2015-254598","2015/12/25","2017/06/29","アクチュエータ","シンフォニアテクノロジー株式会社","H02K33/00@B,H02K16/00","特開2017-118781","","特許6614493","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-118781/11/ja"
"特開2017-114651","特願2015-253509","2015/12/25","2017/06/29","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@A","特開2017-114651","","特許6659947","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-114651/11/ja"
"特開2017-112394","特願2017-029578","2017/02/21","2017/06/22","パージノズルユニット、ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2017-112394","","特許6327374","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-112394/11/ja"
"特開2017-105606","特願2015-241457","2015/12/10","2017/06/15","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@A","特開2017-105606","","特許6593142","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-105606/11/ja"
"特開2017-103286","特願2015-233485","2015/11/30","2017/06/08","ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/00@A,H01L21/68@L,H10P72/00@L,H10P72/30@A","特開2017-103286","","特許6551197","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-103286/11/ja"
"特開2017-100332","特願2015-234417","2015/12/01","2017/06/08","サーマルプリンタ","シンフォニアテクノロジー株式会社","B41J15/04,B41J11/04,B41J2/325@A","特開2017-100332","","特許6680971","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-100332/11/ja"
"特開2017-093164","特願2015-220722","2015/11/10","2017/05/25","ロータ位置検出装置及びモータ制御装置","シンフォニアテクノロジー株式会社,高橋　久,山本　健司","H02P7/00,501,H02P25/08,H02P29/40,H02P25/089","特開2017-093164","","特許6621306","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-093164/11/ja"
"特開2017-093163","特願2015-220720","2015/11/10","2017/05/25","ロータ位置検出装置及びモータ制御装置","シンフォニアテクノロジー株式会社","H02P7/00,501,H02P6/00,321@U,H02P6/16,H02P25/08,H02P23/14","特開2017-093163","","特許6643702","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-093163/11/ja"
"特開2017-092233","特願2015-220290","2015/11/10","2017/05/25","ロボット搬送装置","シンフォニアテクノロジー株式会社,東京エレクトロン株式会社","H01L21/68@A,B65G49/07@C,H10P72/30@A","特開2017-092233","","特許6555091","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-092233/11/ja"
"特開2017-081722","特願2015-213374","2015/10/29","2017/05/18","エア噴射機構およびパーツフィーダ","シンフォニアテクノロジー株式会社,クロダニューマティクス株式会社,株式会社ＴＡＩＹＯ","B65G47/14,101@Z,B07C5/36","特開2017-081722","","特許6796919","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-081722/11/ja"
"特開2017-080700","特願2015-213373","2015/10/29","2017/05/18","エア噴射機構およびパーツフィーダ","シンフォニアテクノロジー株式会社,クロダニューマティクス株式会社,株式会社ＴＡＩＹＯ","B07C5/36,B65G47/14,101@Z","特開2017-080700","","特許6782537","拒絶2020-011546","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-080700/11/ja"
"特開2017-077050","特願2015-201985","2015/10/13","2017/04/20","回転機","シンフォニアテクノロジー株式会社","H02K5/173@A,F16C33/76@Z,F16C19/06","特開2017-077050","","特許6579436","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-077050/11/ja"
"特開2017-076561","特願2015-204261","2015/10/16","2017/04/20","誘導加熱装置","シンフォニアテクノロジー株式会社","H05B6/10,331,C23C16/507,H02M7/48@A,H05B6/44,H05B6/04,321,H05B6/06,301","特開2017-076561","","特許6589545","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-076561/11/ja"
"特開2017-072283","特願2015-198435","2015/10/06","2017/04/13","コールドクルーシブル溶解炉","シンフォニアテクノロジー株式会社","F27B14/14,H05B6/22,F27D11/06@A","特開2017-072283","","特許6611000","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-072283/11/ja"
"特開2017-065906","特願2015-195836","2015/10/01","2017/04/06","エアオンオフ回路およびパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14@K,B07C5/36,F15B11/06@A","特開2017-065906","","特許6601111","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-065906/11/ja"
"特開2017-060367","特願2015-185743","2015/09/18","2017/03/23","インバータ制御装置","シンフォニアテクノロジー株式会社","H02P7/63,303@V,H02P6/02,371@J,H02P6/06,H02P6/08,H02P6/15,H02P6/28,H02P21/00,H02P21/02,H02P21/14,H02P21/18,H02P21/22,H02P21/24,H02P23/02,H02P23/14,H02P25/026,H02P27/06,H02P27/08","特開2017-060367","","特許6565531","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-060367/11/ja"
"特開2017-055478","特願2015-175596","2015/09/07","2017/03/16","スイッチング回路および電力変換装置","シンフォニアテクノロジー株式会社","H02M7/48@Z","特開2017-055478","","特許6604097","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-055478/11/ja"
"特開2017-052622","特願2015-178223","2015/09/10","2017/03/16","リニアフィーダ","シンフォニアテクノロジー株式会社","B65G27/16","特開2017-052622","","特許6643696","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-052622/11/ja"
"特開2017-050518","特願2015-175193","2015/09/04","2017/03/09","ノズルユニット","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2017-050518","","特許6623627","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-050518/11/ja"
"特開2017-050517","特願2015-175192","2015/09/04","2017/03/09","ガス注入装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2017-050517","","特許6561700","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-050517/11/ja"
"特開2017-048031","特願2015-174334","2015/09/04","2017/03/09","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C","特開2017-048031","","特許6547525","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-048031/11/ja"
"特開2017-043431","特願2015-165102","2015/08/24","2017/03/02","ワーク搬送装置","シンフォニアテクノロジー株式会社","B65G47/14,101@C,B65G27/24","特開2017-043431","","特許6817513","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-043431/11/ja"
"特開2017-041605","特願2015-163983","2015/08/21","2017/02/23","非接触給電装置、および非接触給電装置を備えた処理装置","シンフォニアテクノロジー株式会社","H01F38/14,H02J17/00@B,H02J50/10","特開2017-041605","","特許6579434","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-041605/11/ja"
"特開2017-041465","特願2015-160337","2015/08/17","2017/02/23","誘導加熱装置","シンフォニアテクノロジー株式会社","H01L21/205,H05B6/10,331,C30B25/10,C23C16/46,H01L21/22,511@G,H01L21/324@Q,H01L21/68@N,H05B6/36@Z,C23C16/507,H10P14/24,H10P32/00,201@G,H10P72/70,H10P95/90,101@Q","特開2017-041465","","特許6687829","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-041465/11/ja"
"特開2017-039604","特願2015-163860","2015/08/21","2017/02/23","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G43/00@Z,B07C5/10,B65G47/14,101@A,B65G47/14,101@C","特開2017-039604","","特許6597051","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-039604/11/ja"
"特開2017-039583","特願2015-162608","2015/08/20","2017/02/23","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G27/04,B65G47/14,101@C,B65G27/16","特開2017-039583","","特許6544136","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-039583/11/ja"
"特開2017-037945","特願2015-157782","2015/08/07","2017/02/16","収納容器の蓋体及び収納容器","シンフォニアテクノロジー株式会社","H01L21/68@T,B65D55/02,H10P72/10@T","特開2017-037945","","特許6544128","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-037945/11/ja"
"特開2017-036104","特願2015-156720","2015/08/07","2017/02/16","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C,B65G43/00@D,B65G27/32","特開2017-036104","","特許6540349","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-036104/11/ja"
"特開2017-036103","特願2015-156636","2015/08/07","2017/02/16","テーブル装置","シンフォニアテクノロジー株式会社","B65G47/14,101@Z,B65G27/32,B65G27/24,B65G27/08","特開2017-036103","","特許6575211","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-036103/11/ja"
"再表2017/022432","特願2017-532455","2016/07/12","2017/02/09","ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","WO2017/022432","","特許6836078","","再表2017/022432","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-022432/19/ja"
"再表2017/022431","特願2017-532454","2016/07/12","2017/02/09","ドア開閉システムおよびドア開閉システムを備えたロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/00@C,H10P72/30@A","WO2017/022431","","特許6849919","","再表2017/022431","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-022431/19/ja"
"特開2017-034783","特願2015-150409","2015/07/30","2017/02/09","非接触給電装置","シンフォニアテクノロジー株式会社","H02J17/00@B,B60L5/00@B,B60L9/00,H02J50/10","特開2017-034783","","特許6587127","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-034783/11/ja"
"特開2017-005786","特願2015-114483","2015/06/05","2017/01/05","モータ制御装置","シンフォニアテクノロジー株式会社","H02P5/00@K,H02P5/00@X,H02P25/098,H02P29/00","特開2017-005786","","特許6544056","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-005786/11/ja"
"特開2017-001868","特願2015-120553","2015/06/15","2017/01/05","マグネット作業機械","コベルコ建機株式会社,シンフォニアテクノロジー株式会社","B66C1/08@E,E02F9/22@P","特開2017-001868","","特許6563260","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-001868/11/ja"
"特表2018-528393","特願2017-565186","2016/06/15","2016/12/22","試料移送ポッド","インテグリス・インコーポレーテッド,シンフォニアテクノロジー株式会社,東京エレクトロン株式会社","G01N35/04@H,G01N35/02@G,C12M1/00@A,C12M3/00@Z","特表2018-528393","","特許6666930","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-528393/11/ja"
"特開2016-210082","特願2015-095598","2015/05/08","2016/12/15","プリンタ","シンフォニアテクノロジー株式会社","B41J2/355@Z,B41J2/32@Z","特開2016-210082","","特許6520364","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-210082/11/ja"
"特開2016-206177","特願2016-073812","2016/04/01","2016/12/08","パワートレイン試験装置","シンフォニアテクノロジー株式会社","G01M13/021,G01M13/025,G01M13/02","特開2016-206177","","特許6738011","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-206177/11/ja"
"特開2016-205273","特願2015-089213","2015/04/24","2016/12/08","沿岸型波力発電システム","シンフォニアテクノロジー株式会社,三井造船株式会社,株式会社三井Ｅ＆Ｓマシナリー","F03B13/12,E02B9/08,H02P9/00@Z,F03B13/18,H02P101:10","特開2016-205273","","特許6655849","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-205273/11/ja"
"特開2016-204135","特願2015-089835","2015/04/24","2016/12/08","振込装置","シンフォニアテクノロジー株式会社","B65G27/32,B65G27/04","特開2016-204135","","特許6726934","拒絶2019-012766","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-204135/11/ja"
"特開2016-199180","特願2015-081791","2015/04/13","2016/12/01","貨物搬送用車両","シンフォニアテクノロジー株式会社","B60P1/00@H,B64F1/32,B65G1/00,501@C,B60P1/02@Z","特開2016-199180","","特許6573153","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-199180/11/ja"
"特開2016-194520","特願2016-103051","2016/05/24","2016/11/17","供試体試験装置","シンフォニアテクノロジー株式会社","G01M17/00@Z,G01M15/00,G01M17/007@Z","特開2016-194520","","特許6191729","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-194520/11/ja"
"特開2016-178206","特願2015-057368","2015/03/20","2016/10/06","ノズルの先端構造、パージ装置およびロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2016-178206","","特許6455261","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-178206/11/ja"
"特開2016-164929","特願2015-044849","2015/03/06","2016/09/08","搬送装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/02@Z,H10P72/30@A","特開2016-164929","","特許6536090","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-164929/11/ja"
"特開2016-162819","特願2015-038389","2015/02/27","2016/09/05","搬送室及び搬送室のケミカルフィルタの湿度管理方法","シンフォニアテクノロジー株式会社","H01L21/68@A,B01D53/14,100,H10P72/30@A","特開2016-162819","","特許6500498","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-162819/11/ja"
"特開2016-162818","特願2015-038388","2015/02/27","2016/09/05","搬送室","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/07@C,F24F7/00@A,F24F7/06@C,F24F13/28,B01D53/04,F24F8/15,H10P72/30@A","特開2016-162818","","特許6511858","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-162818/11/ja"
"特開2016-130539","特願2015-004265","2015/01/13","2016/07/21","動力伝達装置","シンフォニアテクノロジー株式会社","F16D27/10,371@E,F16D27/10,341@Z,F16D27/10@E,F16D27/112@Z","特開2016-130539","","特許6492671","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-130539/11/ja"
"特開2016-125955","特願2015-001396","2015/01/07","2016/07/11","電流検出器、コアホルダ、インバータ","シンフォニアテクノロジー株式会社","G01R15/20@A","特開2016-125955","","特許6488705","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-125955/11/ja"
"特開2016-120581","特願2014-263215","2014/12/25","2016/07/07","多関節ロボット及び多関節ロボットの制御方法","シンフォニアテクノロジー株式会社","B25J13/00@Z,H01L21/68@A,B25J9/22@Z,H10P72/30@A","特開2016-120581","","特許6511806","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-120581/11/ja"
"特開2016-108081","特願2014-246356","2014/12/04","2016/06/20","パーツフィーダ用画像処理装置及びパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C,B07C5/342,B65G47/14@Z","特開2016-108081","","特許6497049","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-108081/11/ja"
"特開2016-082615","特願2014-208908","2014/10/10","2016/05/16","モータ制御装置、モータシステム、モータ制御プログラム","シンフォニアテクノロジー株式会社","H02P6/02,371@S,H02P5/408@C,H02P6/06,H02P6/08,H02P6/182,H02P6/28,H02P21/00,H02P21/14,H02P21/18,H02P21/22,H02P21/24,H02P23/14,H02P25/026,H02P27/08,H02P6/18,H02P27/04","特開2016-082615","","特許6488626","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-082615/11/ja"
"特開2016-080388","特願2014-208909","2014/10/10","2016/05/16","パワートレイン試験装置","シンフォニアテクノロジー株式会社","G01M13/025","特開2016-080388","","特許6492514","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-080388/11/ja"
"特開2016-023694","特願2014-147403","2014/07/18","2016/02/08","制振システム及び車両","シンフォニアテクノロジー株式会社","F16F15/02@B,G01M17/00@J,G01M17/007@J","特開2016-023694","","特許6413422","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-023694/11/ja"
"特開2016-007879","特願2014-128076","2014/06/23","2016/01/18","航空機牽引車","シンフォニアテクノロジー株式会社","B60P3/11,B64F1/10,B64F1/225","特開2016-007879","","特許6323204","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-007879/11/ja"
"特開2015-211164","特願2014-092924","2014/04/28","2015/11/24","ウエハマッピング装置およびそれを備えたロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-211164","","特許6248788","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-211164/11/ja"
"特開2015-210214","特願2014-092624","2014/04/28","2015/11/24","テーブル装置","シンフォニアテクノロジー株式会社","G12B5/00@T,H01L21/68@K,H02K33/00@B,H10P72/50@K","特開2015-210214","","特許6299392","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-210214/11/ja"
"特開2015-207917","特願2014-087621","2014/04/21","2015/11/19","パーツフィーダ用画像処理装置およびパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@B,H04N5/225@C,H04N7/18@B,H04N5/225,H04N5/225,800,H04N5/232,290,H04N23/00,H04N23/45,H04N23/60,500","特開2015-207917","","特許6344031","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-207917/11/ja"
"特開2015-196466","特願2014-075751","2014/04/01","2015/11/09","航空機用車輪駆動システム","シンフォニアテクノロジー株式会社,株式会社ＩＨＩエアロスペース,住友精密工業株式会社","B64C25/40,H02P7/63,303@V,H02P25/22,H02P27/06","特開2015-196466","","特許6342201","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-196466/11/ja"
"特開2015-186411","特願2014-063256","2014/03/26","2015/10/22","需要家電力マネジメントシステム","シンフォニアテクノロジー株式会社","H02J3/00@A,H02J3/32,H02J3/38,130,H02J3/38,160,H02J3/46,H02J3/00,130,H02J3/00,H02J3/17,H02J3/38,H02J101:20,H02J101:22,H02J101:24,H02J101:28,H02J103:40","特開2015-186411","","特許6379567","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-186411/11/ja"
"特開2015-177621","特願2014-051600","2014/03/14","2015/10/05","電力変換装置の信号変換装置","シンフォニアテクノロジー株式会社","H02M7/48@H,H03M1/10@A","特開2015-177621","","特許6273931","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-177621/11/ja"
"特開2015-159152","特願2014-032114","2014/02/21","2015/09/03","ソーラーパネル清掃装置","シンフォニアテクノロジー株式会社","H01L31/04@R,H02S40/10","特開2015-159152","","特許6349773","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-159152/11/ja"
"特開2015-146683","特願2014-018496","2014/02/03","2015/08/13","永久磁石埋込型電動機","シンフォニアテクノロジー株式会社","H02K1/22@A,H02K1/27,501@A,H02K1/27,501@K,H02K1/27,501@M,H02K1/276","特開2015-146683","","特許6338139","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-146683/11/ja"
"特開2015-146682","特願2014-018495","2014/02/03","2015/08/13","永久磁石埋込型電動機","シンフォニアテクノロジー株式会社","H02K1/27,501@A,H02K1/27,501@K,H02K1/27,501@M,H02K1/276","特開2015-146682","","特許6332731","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-146682/11/ja"
"特開2015-146349","特願2014-017821","2014/01/31","2015/08/13","ＥＦＥＭ","シンフォニアテクノロジー株式会社","B65G49/07@C,H01L21/68@A,H10P72/30@A","特開2015-146349","","特許6349750","全部異議2018-700957","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-146349/11/ja"
"特開2015-146348","特願2014-017820","2014/01/31","2015/08/13","ＥＦＥＭシステム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-146348","","特許6599599","拒絶2018-010784","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-146348/11/ja"
"特開2015-146347","特願2014-017819","2014/01/31","2015/08/13","ロードポート及びＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-146347","","特許6291878","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-146347/11/ja"
"特開2015-138873","特願2014-009392","2014/01/22","2015/07/30","ソーラーパネル清掃装置","シンフォニアテクノロジー株式会社","H01L31/04@R,H02S40/10","特開2015-138873","","特許6299231","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-138873/11/ja"
"特開2015-131397","特願2014-002607","2014/01/09","2015/07/23","カード形成媒体、プリンタ、カード発行装置","シンフォニアテクノロジー株式会社","A63F13/00,396,A63F13/95@A,B41J29/00@Z,B41J29/38@Z,B42D15/10,400,G06K17/00@A,G06K17/00@L,G06K19/06,009,B42D25/40,G06K17/00,B41J29/38","特開2015-131397","","特許6354161","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-131397/11/ja"
"特開2015-127608","特願2013-272817","2013/12/27","2015/07/09","加熱溶解装置、加熱溶解システムおよび出湯制御装置","シンフォニアテクノロジー株式会社","C01B33/02@Z,F27B14/06,F27B14/20","特開2015-127608","","特許6372079","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-127608/11/ja"
"特開2015-126165","特願2013-270967","2013/12/27","2015/07/06","基板搬送装置及びＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-126165","","特許6299210","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-126165/11/ja"
"特開2015-095527","特願2013-233573","2013/11/11","2015/05/18","雰囲気置換装置、基板搬送システム及びＥＦＥＭ","シンフォニアテクノロジー株式会社","B65G49/07@E,H01L21/68@A,H10P72/30@A","特開2015-095527","","特許6311280","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-095527/11/ja"
"特開2015-095526","特願2013-233572","2013/11/11","2015/05/18","基板搬送装置、ＥＦＥＭ及び半導体製造装置","シンフォニアテクノロジー株式会社","B65G49/07,H01L21/68@A,H10P72/30@A","特開2015-095526","","特許6263972","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-095526/11/ja"
"特開2015-093042","特願2013-234018","2013/11/12","2015/05/18","ゲーム装置","シンフォニアテクノロジー株式会社","A63F13/80@B,A63F13/90,A63F13/95@A,A63F13/25","特開2015-093042","","特許6268952","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-093042/11/ja"
"特開2015-092614","特願2015-000775","2015/01/06","2015/05/14","カセットアダプタ及びロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/00@C,H10P72/30@A","特開2015-092614","","特許6052308","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-092614/11/ja"
