spEmitCode,year,score__energy_co2,score__adjusted_emissions,score__total_emissions,score__non_energy_co2,score__energy_co2_pre_allocation,score__total,rank__total,n_scored_metrics,quality_weight,score__phaseE,rank__phaseE,gap_to_next
570009570,2023,0.5081967213114754,0.5056179775280899,0.5136612021857924,,,0.5086181393972885,93.0,3,0.5,0.2543090696986442,93.0,0.0009691220549574164
985043309,2023,0.5027322404371585,0.5112359550561798,0.5081967213114754,,,0.5066798952873737,94.0,3,0.5,0.2533399476436868,94.0,0.0009691220549573054
400096862,2023,0.4972677595628415,0.5168539325842697,0.5027322404371585,,,0.504741651177459,95.0,3,0.5,0.2523708255887295,95.0,0.0015900857906752663
580038870,2023,0.4918032786885246,0.5224719101123596,0.4918032786885246,,,0.5015614795961085,96.0,3,0.5,0.2507807397980542,96.0,0.009163750230244905
500032213,2023,0.4699453551912568,0.5,0.4863387978142076,,,0.4832339791356186,97.0,3,0.5,0.2416169895678093,97.0,0.004489986436477605
985711303,2023,0.4316939890710382,0.4606741573033708,0.448087431693989,,0.8,0.4742540062626634,98.0,4,0.5,0.2371270031313317,98.0,0.0006151378399950058
400083612,2023,0.4644808743169399,0.4662921348314606,0.4754098360655737,,0.5333333333333333,0.4730237305826734,99.0,4,0.5,0.2365118652913367,99.0,0.005573358841686388
580349898,2023,0.453551912568306,0.4719101123595505,0.4644808743169399,,,0.4618770128993007,100.0,3,0.5,0.2309385064496503,100.0,0.0014889379624385135
580002410,2023,0.4426229508196721,0.4550561797752809,0.3770491803278688,0.6585365853658537,,0.4588991369744237,101.0,4,0.5,0.2294495684872118,101.0,0.003252713215020381
580002241,2023,0.4590163934426229,0.4382022471910112,0.4590163934426229,,,0.4523937105443829,102.0,3,0.5,0.2261968552721914,102.0,0.0003767645138063047
985744304,2023,0.4371584699453552,0.4943820224719101,0.4207650273224044,,,0.4516401815167702,103.0,3,0.5,0.2258200907583851,103.0,0.004515592469175017
985732902,2023,0.448087431693989,0.4269662921348314,0.453551912568306,,,0.4426089965784202,104.0,3,0.5,0.2213044982892101,104.0,0.0053158682049822825
985712409,2023,0.4262295081967213,0.4325842696629213,0.4426229508196721,,,0.4319772601684556,105.0,3,0.5,0.2159886300842278,105.0,0.0019323799251154128
985354701,2023,0.4863387978142076,0.3820224719101123,0.3989071038251366,0.3902439024390244,,0.4281125003182248,106.0,4,0.5,0.2140562501591124,106.0,0.0007511243615490049
985612501,2023,0.4043715846994535,0.3314606741573033,0.3387978142076502,0.6341463414634146,,0.3984147464609662,114.0,4,0.5353846153846153,0.2133051257975634,107.0,0.001587888960599193
370021004,2023,0.4207650273224044,0.4213483146067415,0.4316939890710382,,,0.4234344736739285,107.0,3,0.5,0.2117172368369642,108.0,0.0015147328879139
985821708,2023,0.4153005464480874,0.4157303370786517,0.4371584699453552,,,0.4204050078981006,108.0,3,0.5,0.2102025039490503,109.0,0.00014281246983680052
985681204,2023,0.360655737704918,0.3539325842696629,0.3715846994535519,0.8536585365853658,,0.420119382958427,109.0,4,0.5,0.2100596914792135,110.0,0.0023645367764947856
900001432,2023,0.3387978142076502,0.3258426966292135,0.3278688524590163,0.902439024390244,0.6,0.4153903094054375,110.0,5,0.5,0.2076951547027187,111.0,0.0017640440009319969
985646205,2023,0.4098360655737705,0.4044943820224719,0.4262295081967213,,,0.4118622214035735,111.0,3,0.5,0.2059311107017867,112.0,0.0011951807632412104
985033106,2023,0.3879781420765027,0.4438202247191011,0.4043715846994535,,,0.409471859877091,112.0,3,0.5,0.2047359299385455,113.0,0.0024607800733980056
580010082,2023,0.3224043715846995,0.3202247191011236,0.3442622950819672,0.975609756097561,,0.4045502997302951,113.0,4,0.5,0.2022751498651475,114.0,0.0037961444635628006
580002877,2023,0.3442622950819672,0.3089887640449438,0.366120218579235,0.8292682926829268,,0.3969580108031694,115.0,4,0.5,0.1984790054015847,115.0,0.002530061179477794
250294997,2023,0.3989071038251366,0.3651685393258427,0.4153005464480874,,,0.3918978884442138,116.0,3,0.5,0.1959489442221069,116.0,7.53529027613109e-05
580002189,2023,0.3934426229508196,0.3764044943820224,0.4098360655737705,,,0.3917471826386912,117.0,3,0.5,0.1958735913193456,117.0,0.0008470224440015883
985530701,2023,0.3770491803278688,0.4101123595505618,0.3879781420765027,,,0.390053137750688,118.0,3,0.5,0.195026568875344,118.0,0.0008184162494349057
985794057,2023,0.3825136612021858,0.3932584269662921,0.3934426229508196,,,0.3884163052518183,119.0,3,0.5,0.1942081526259091,119.0,0.004619551566503094
985176001,2023,0.3715846994535519,0.3876404494382022,0.3825136612021858,,,0.3791772021188121,120.0,3,0.5,0.189588601059406,120.0,0.00936162069050489
580002803,2023,0.2896174863387978,0.2865168539325842,0.2950819672131147,0.8780487804878049,,0.3604539607378023,121.0,4,0.5,0.1802269803689011,121.0,7.619869559105652e-06
985793701,2023,0.273224043715847,0.2921348314606741,0.2131147540983606,0.4146341463414634,0.8666666666666667,0.3266664370456562,130.0,5,0.5516923076923077,0.180219360499342,122.0,0.004338708333922914
530004309,2023,0.3497267759562841,0.348314606741573,0.360655737704918,,,0.3517613043308383,122.0,3,0.5,0.1758806521654191,123.0,2.8606194566793697e-05
985462709,2023,0.3333333333333333,0.398876404494382,0.3224043715846995,,,0.3517040919417047,123.0,3,0.5,0.1758520459708523,124.0,0.0012705336660024102
430105873,2023,0.3005464480874317,0.449438202247191,0.3060109289617486,,,0.3491630246096999,124.0,3,0.5,0.1745815123048499,125.0,0.0009586563740182907
580024346,2023,0.366120218579235,0.3146067415730337,0.3551912568306011,,,0.3472457118616632,125.0,3,0.5,0.1736228559308316,126.0,0.002164302818198599
985814507,2023,0.3278688524590163,0.3595505617977528,0.3497267759562841,,,0.3429171062252661,126.0,3,0.5,0.171458553112633,127.0,0.002964578554005698
985794807,2023,0.2677595628415301,0.4775280898876404,0.2786885245901639,,,0.3369879491172547,127.0,3,0.5,0.1684939745586273,128.0,0.0018524255262143963
985426300,2023,0.3551912568306011,0.3370786516853932,0.2841530054644808,,,0.3332830980648258,128.0,3,0.5,0.1666415490324129,129.0,0.0027099136511551103
580064771,2023,0.3060109289617486,0.3707865168539326,0.3114754098360656,,,0.3278632707625156,129.0,3,0.5,0.1639316353812578,130.0,0.002605954553827089
989496732,2023,0.3114754098360656,0.3426966292134831,0.3169398907103825,,,0.3226513616548614,131.0,3,0.5,0.1613256808274307,131.0,0.004045334538979817
985794306,2023,0.3169398907103825,0.297752808988764,0.3333333333333333,,,0.3145606925769019,132.0,3,0.5,0.1572803462884509,132.0,0.005432502404780881
985496609,2023,0.2622950819672131,0.2808988764044944,0.273224043715847,,0.6666666666666666,0.30369568776734,133.0,4,0.5,0.15184784388367,133.0,0.004769581555642416
985454402,2023,0.2349726775956284,0.2191011235955056,0.2404371584699453,0.7560975609756098,,0.2941565246560552,134.0,4,0.5,0.1470782623280276,134.0,0.0013234216017372902
400095060,2023,0.2841530054644808,0.3033707865168539,0.2896174863387978,,,0.2915096814525807,135.0,3,0.5,0.1457548407262903,135.0,0.0006467318522944965
985795009,2023,0.2568306010928962,0.2696629213483146,0.2568306010928962,,,0.2609136120832566,138.0,3,0.5561538461538462,0.1451081088739958,136.0,9.633149437909827e-05
985670407,2023,0.2950819672131147,0.2752808988764045,0.3005464480874317,,,0.2900235547592335,136.0,3,0.5,0.1450117773796167,137.0,0.014082546075883606
400004029,2023,0.2076502732240437,0.1910112359550561,0.2021857923497267,0.7073170731707317,,0.2618584626074663,137.0,4,0.5,0.1309292313037331,138.0,0.003109437872790888
580003239,2023,0.2786885245901639,0.2359550561797752,0.2295081967213114,0.2682926829268293,,0.2556395868618845,139.0,4,0.5,0.1278197934309422,139.0,0.0009380639980984262
