法人番号,特定排出者コード,事業者・事業所名,区分,業種,所在地,"温室効果ガス算定排出量(tCO2)",ページ
6010901041805,340262455,クォリティフーズ株式会社,特定事業所排出者,飲食店,東京都渋谷区,19475,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=340262455&repDivID=1"
8290001008881,800031152,株式会社電気ビル,特定事業所排出者,不動産賃貸業・管理業,福岡県福岡市,19467,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800031152&repDivID=1"
4000020112127,991121204,東松山市,特定事業所排出者,地方公務,埼玉県東松山市,19461,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991121204&repDivID=1"
8120001076193,580264496,大塚食品株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,大阪府大阪市,19452,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580264496&repDivID=1"
8000020092134,990921301,那須塩原市,特定事業所排出者,地方公務,栃木県那須塩原市,19436,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990921301&repDivID=1"
7010001091394,985938237,株式会社　ニチレイフーズ,特定荷主,食料品製造業,東京都中央区,19433,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985938237&repDivID=5"
6180001092393,400009956,イヅミ工業株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県大府市,19432,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400009956&repDivID=1"
1011301004381,985420932,株式会社チヨダ,特定事業所排出者,織物・衣服・身の回り品小売業,東京都杉並区,19423,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985420932&repDivID=1"
2010001138365,285002989,株式会社すかいらーくホールディングス,特定荷主,飲食店,東京都武蔵野市,19415,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=285002989&repDivID=5"
6000020238597,992385904,江南丹羽環境管理組合,特定事業所排出者,廃棄物処理業,愛知県大口町,19400,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992385904&repDivID=1"
1260001013965,760018383,武田鋳造株式会社,特定事業所排出者,鉄鋼業,岡山県倉敷市,19384,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=760018383&repDivID=1"
5180001097947,400338991,勅使川原産業株式会社,特定貨物輸送事業者,道路貨物運送業,愛知県あま市,19374,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400338991&repDivID=2"
3120001112341,582335022,西日本高速道路株式会社,特定事業所排出者,運輸に附帯するサービス業,大阪府大阪市,19362,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=582335022&repDivID=1"
9340001000568,890170023,株式会社エーコープ鹿児島,特定事業所排出者,飲食料品小売業,鹿児島県鹿児島市,19356,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=890170023&repDivID=1"
3030001033010,270035061,太平洋陸送株式会社,特定貨物輸送事業者,道路貨物運送業,埼玉県熊谷市,19355,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270035061&repDivID=2"
2011801012569,980724695,株式会社モンテール,特定事業所排出者,食料品製造業,埼玉県八潮市,19353,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980724695&repDivID=1"
4430001030767,010865451,北海道コカ・コーラプロダクツ株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,北海道札幌市,19352,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=010865451&repDivID=1"
9460101000340,030039436,パナソニックスイッチングテクノロジーズ株式会社,特定事業所排出者,電気機械器具製造業,北海道帯広市,19352,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=030039436&repDivID=1"
3011101011642,983529228,株式会社ソニー・ミュージックソリューションズ,特定事業所排出者,その他の製造業,東京都港区,19325,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983529228&repDivID=1"
4290805004031,810178532,学校法人産業医科大学,特定事業所排出者,学校教育,福岡県北九州市,19324,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=810178532&repDivID=1"
4230001000864,370017997,株式会社廣貫堂,特定事業所排出者,化学工業,富山県富山市,19314,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370017997&repDivID=1"
1000020282154,992821501,三木市,特定事業所排出者,地方公務,兵庫県三木市,19312,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992821501&repDivID=1"
4180301019263,400126569,豊生ブレーキ工業株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県豊田市,19309,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400126569&repDivID=1"
6010001033620,985674291,株式会社日本ファインケム,特定事業所排出者,化学工業,東京都千代田区,19288,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985674291&repDivID=1"
8000020038822,990388200,一関地区広域行政組合,特定事業所排出者,廃棄物処理業,岩手県一関市,19264,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990388200&repDivID=1"
9000020128309,991283006,東金市外三市町清掃組合,特定事業所排出者,廃棄物処理業,千葉県東金市,19257,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991283006&repDivID=1"
5120901013439,580023456,日世株式会社,特定事業所排出者,食料品製造業,大阪府茨木市,19256,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580023456&repDivID=1"
8010701008226,982461889,Ｂ－Ｒサーティワンアイスクリーム株式会社,特定事業所排出者,飲食料品小売業,東京都品川区,19254,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982461889&repDivID=1"
4230001010335,370067952,株式会社タカギセイコー,特定事業所排出者,プラスチック製品製造業（別掲を除く）,富山県高岡市,19251,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370067952&repDivID=1"
3010001034951,985814006,ＭｅｉｊｉＳｅｉｋａファルマ株式会社,特定事業所排出者,化学工業,東京都中央区,19226,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985814006&repDivID=1"
8011005005620,604010834,ブローディア・プライベート投資法人,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都渋谷区,19216,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=604010834&repDivID=1"
9320001007648,830094304,三和酒類株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,大分県宇佐市,19205,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=830094304&repDivID=1"
3010001034836,985514304,芝浦機械株式会社,特定事業所排出者,生産用機械器具製造業,静岡県沼津市,19204,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985514304&repDivID=1"
8010001048699,985400555,積水メディカル株式会社,特定事業所排出者,化学工業,東京都中央区,19193,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985400555&repDivID=1"
4000020172014,991720120,金沢市企業局,特定事業所排出者,水道業,石川県金沢市,19182,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991720120&repDivID=1"
4000020112259,991122506,入間市役所,特定事業所排出者,地方公務,埼玉県入間市,19153,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991122506&repDivID=1"
3290001036565,800229039,株式会社九州フジパン,特定事業所排出者,食料品製造業,福岡県新宮町,19148,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800229039&repDivID=1"
6010701012948,220287964,ＮＳＫステアリングシステムズ株式会社,特定事業所排出者,輸送用機械器具製造業,東京都品川区,19145,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=220287964&repDivID=1"
1011401002772,985243201,株式会社サンリッツ,特定事業所排出者,プラスチック製品製造業（別掲を除く）,富山県入善町,19094,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985243201&repDivID=1"
6390001004526,160055390,日新製薬株式会社,特定事業所排出者,化学工業,山形県天童市,19078,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=160055390&repDivID=1"
4290801016311,810184825,株式会社レゾナック・オートモーティブプロダクツ,特定事業所排出者,プラスチック製品製造業（別掲を除く）,福岡県田川市,19076,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=810184825&repDivID=1"
4000020352012,993520128,下関市上下水道局,特定事業所排出者,水道業,山口県下関市,19065,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=993520128&repDivID=1"
6090001000794,280135786,株式会社コニカミノルタサプライズ,特定事業所排出者,業務用機械器具製造業,山梨県甲府市,19062,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=280135786&repDivID=1"
9010001072673,982562504,全農パールライス株式会社,特定事業所排出者,飲食料品卸売業,東京都千代田区,19062,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982562504&repDivID=1"
8180001013950,400003756,愛知車輌興業株式会社,特定貨物輸送事業者,道路貨物運送業,愛知県名古屋市,19054,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400003756&repDivID=2"
6480001005283,720018727,四国化工機株式会社,特定事業所排出者,生産用機械器具製造業,徳島県北島町,19050,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=720018727&repDivID=1"
8010401006942,985081533,オリックス株式会社,特定事業所排出者,物品賃貸業,東京都港区,19044,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985081533&repDivID=1"
4010001108597,985641746,日本海洋石油資源開発株式会社,特定事業所排出者,鉱業，採石業，砂利採取業,東京都千代田区,19023,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985641746&repDivID=1"
6011001006227,985142906,キユーピー株式会社,特定荷主,食料品製造業,東京都渋谷区,19016,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985142906&repDivID=5"
2350001005754,880057087,丸和運送株式会社,特定貨物輸送事業者,道路貨物運送業,宮崎県高鍋町,19002,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=880057087&repDivID=2"
5010001030404,983937704,アストモスエネルギー株式会社,特定荷主,石油製品・石炭製品製造業,東京都千代田区,19002,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983937704&repDivID=5"
4190001008466,470032806,株式会社ジェイテクトメタルテック,特定事業所排出者,輸送用機械器具製造業,三重県伊賀市,18995,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=470032806&repDivID=1"
0030001044306,270892689,株式会社スーパーバリュー,特定事業所排出者,飲食料品小売業,埼玉県上尾市,18982,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270892689&repDivID=1"
3011101035030,550034619,住友不動産ヴィラフォンテーヌ株式会社,特定事業所排出者,宿泊業,東京都新宿区,18967,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=550034619&repDivID=1"
9011501007680,982297737,株式会社東京インテリア家具,特定事業所排出者,その他の小売業,東京都荒川区,18954,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982297737&repDivID=1"
1000020462152,994621500,薩摩川内市,特定事業所排出者,地方公務,鹿児島県薩摩川内市,18952,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994621500&repDivID=1"
2011001033515,986985278,株式会社エービーシー・マート,特定事業所排出者,織物・衣服・身の回り品小売業,東京都渋谷区,18941,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=986985278&repDivID=1"
4030005006218,270137221,医療法人社団愛友会,特定事業所排出者,医療業,埼玉県上尾市,18906,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270137221&repDivID=1"
3010401026805,985731558,富士フイルムビジネスイノベーション株式会社,特定荷主,業務用機械器具製造業,東京都港区,18899,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985731558&repDivID=5"
8020001140141,245057033,パナソニック　オートモーティブシステムズ株式会社,特定事業所排出者,情報通信機械器具製造業,神奈川県横浜市,18879,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=245057033&repDivID=1"
3290001084283,875048022,株式会社フェイスグループ,特定事業所排出者,娯楽業,福岡県福岡市,18879,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=875048022&repDivID=1"
5011101021978,988197022,株式会社ヨドバシカメラ,特定荷主,各種商品小売業,東京都新宿区,18868,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=988197022&repDivID=5"
5180001073816,400024792,オークランド観光開発株式会社,特定事業所排出者,洗濯・理容・美容・浴場業,愛知県春日井市,18859,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400024792&repDivID=1"
5011501014409,967012402,"国際自動車株式会社(T2)",特定旅客輸送事業者,道路旅客運送業,東京都板橋区,18850,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=967012402&repDivID=3"
4140001002820,530186435,株式会社ロック・フィールド,特定事業所排出者,食料品製造業,兵庫県神戸市,18847,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530186435&repDivID=1"
2010601028643,586764436,旭トステム外装株式会社,特定事業所排出者,窯業・土石製品製造業,東京都品川区,18838,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=586764436&repDivID=1"
8290001019391,800682431,株式会社西鉄ホテルズ,特定事業所排出者,宿泊業,福岡県福岡市,18833,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800682431&repDivID=1"
8010401114448,046012916,三井倉庫株式会社,特定事業所排出者,倉庫業,東京都港区,18831,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=046012916&repDivID=1"
3030001085497,230013014,株式会社ヴァレオジャパン,特定事業所排出者,輸送用機械器具製造業,埼玉県熊谷市,18825,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=230013014&repDivID=1"
2120001168995,857006731,株式会社フジオフードシステム,特定事業所排出者,飲食店,大阪府大阪市,18810,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=857006731&repDivID=1"
2010601040697,985393503,マルハニチロ株式会社,特定荷主,飲食料品卸売業,東京都江東区,18800,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985393503&repDivID=5"
2000020261009,996100904,京都市教育委員会,特定事業所排出者,地方公務,京都府京都市,18800,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=996100904&repDivID=1"
4180001054619,400757746,株式会社トヨナカ,特定貨物輸送事業者,道路貨物運送業,愛知県小牧市,18797,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400757746&repDivID=2"
6000020422011,994220126,長崎市上下水道局,特定事業所排出者,水道業,長崎県長崎市,18790,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994220126&repDivID=1"
6180001085843,400050550,株式会社サカイナゴヤ,特定事業所排出者,繊維工業,愛知県稲沢市,18788,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400050550&repDivID=1"
1010401029669,985821833,森ビル株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都港区,18762,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985821833&repDivID=1"
5300001004948,840025015,東亜工機株式会社,特定事業所排出者,鉄鋼業,佐賀県鹿島市,18748,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=840025015&repDivID=1"
1011501001724,985231309,三恵技研工業株式会社,特定事業所排出者,輸送用機械器具製造業,東京都北区,18747,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985231309&repDivID=1"
5350001005660,880056698,株式会社児湯食鳥,特定事業所排出者,食料品製造業,宮崎県川南町,18743,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=880056698&repDivID=1"
8120001077472,580382300,イオンマーケット株式会社,特定事業所排出者,各種商品小売業,東京都杉並区,18733,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580382300&repDivID=1"
4280001003920,690100201,帝人コードレ株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,大阪府大阪市,18733,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=690100201&repDivID=1"
9030001000302,270250176,株式会社安楽亭,特定事業所排出者,飲食店,埼玉県さいたま市,18721,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270250176&repDivID=1"
6120005004805,996211190,社会医療法人愛仁会,特定事業所排出者,医療業,大阪府高槻市,18715,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=996211190&repDivID=1"
7010401062128,989225355,ＪＡ全農ミートフーズ株式会社,特定事業所排出者,飲食料品卸売業,東京都港区,18691,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=989225355&repDivID=1"
9000020342041,993420409,三原市,特定事業所排出者,地方公務,広島県三原市,18688,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=993420409&repDivID=1"
4010001058611,985805704,株式会社武蔵野化学研究所,特定事業所排出者,化学工業,東京都千代田区,18679,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985805704&repDivID=1"
1010401029660,985821600,森永製菓株式会社,特定荷主,食料品製造業,東京都港区,18679,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985821600&repDivID=5"
2011101008920,982491672,株式会社シジシージャパン,特定荷主,飲食料品卸売業,東京都新宿区,18678,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982491672&repDivID=5"
4000020442011,994420127,大分市上下水道局,特定事業所排出者,水道業,大分県大分市,18673,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994420127&repDivID=1"
2000020439967,994399604,菊池広域連合,特定事業所排出者,廃棄物処理業,熊本県菊池市,18643,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994399604&repDivID=1"
9010001110301,982591490,株式会社一六商事ホールディングス,特定事業所排出者,娯楽業,東京都中央区,18641,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982591490&repDivID=1"
6140001034481,530112146,朝日アルミニウム株式会社,特定事業所排出者,非鉄金属製造業,兵庫県明石市,18634,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530112146&repDivID=1"
6120001077664,580119593,株式会社ニチレイ・ロジスティクス関西,特定事業所排出者,倉庫業,大阪府大阪市,18619,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580119593&repDivID=1"
8010801003218,982071981,空港施設株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都大田区,18615,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982071981&repDivID=1"
7430001053451,090109499,苫小牧共同酸素株式会社,特定事業所排出者,化学工業,北海道苫小牧市,18614,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=090109499&repDivID=1"
8430001022711,010134859,株式会社北洋銀行,特定事業所排出者,銀行業,北海道札幌市,18609,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=010134859&repDivID=1"
1010001008767,985786805,三井物産株式会社,特定荷主,各種商品卸売業,東京都千代田区,18601,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985786805&repDivID=5"
5300001005302,840018137,株式会社ジェイエイビバレッジ佐賀,特定事業所排出者,飲料・たばこ・飼料製造業,佐賀県鹿島市,18596,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=840018137&repDivID=1"
2180001104978,038006511,ポッカサッポロフード＆ビバレッジ株式会社,特定荷主,飲料・たばこ・飼料製造業,東京都渋谷区,18588,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=038006511&repDivID=5"
7430001000924,010468432,株式会社アンビックス,特定事業所排出者,宿泊業,北海道札幌市,18581,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=010468432&repDivID=1"
3380001003060,180122112,福島キヤノン株式会社,特定事業所排出者,情報通信機械器具製造業,福島県福島市,18572,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=180122112&repDivID=1"
8000020041009,995200100,仙台市交通局,特定旅客輸送事業者,道路旅客運送業,宮城県仙台市,18564,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=995200100&repDivID=3"
9021001013831,201493807,ブックオフコーポレーション株式会社,特定事業所排出者,その他の小売業,神奈川県相模原市,18557,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=201493807&repDivID=1"
3000020118273,991182701,蕨戸田衛生センター組合,特定事業所排出者,廃棄物処理業,埼玉県戸田市,18538,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991182701&repDivID=1"
4460305000991,040301706,美幌地方農産加工農業協同組合連合会,特定事業所排出者,食料品製造業,北海道美幌町,18536,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=040301706&repDivID=1"
8070001003046,220095517,マック食品株式会社,特定事業所排出者,食料品製造業,群馬県前橋市,18535,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=220095517&repDivID=1"
9010001081674,981404556,株式会社ＩＨＩ原動機,特定事業所排出者,はん用機械器具製造業,東京都千代田区,18533,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981404556&repDivID=1"
2010005022854,991333799,丸紅プライベートリート投資法人,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都千代田区,18531,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991333799&repDivID=1"
4210005005077,990095039,国立大学法人福井大学,特定事業所排出者,学校教育,福井県福井市,18524,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990095039&repDivID=1"
5080101019209,547019174,たまご＆ファーマーズ株式会社,特定事業所排出者,農業,茨城県石岡市,18523,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=547019174&repDivID=1"
7140001077703,118004961,株式会社トーホーキャッシュアンドキャリー,特定事業所排出者,飲食料品小売業,兵庫県神戸市,18520,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=118004961&repDivID=1"
6230001010151,370034209,シーケー金属株式会社,特定事業所排出者,鉄鋼業,富山県高岡市,18511,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370034209&repDivID=1"
3010401038783,985710601,株式会社プロテリアル,特定荷主,鉄鋼業,東京都江東区,18501,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985710601&repDivID=5"
1180001037535,400072726,ダイナパック株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,愛知県名古屋市,18500,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400072726&repDivID=1"
9122001018848,580225881,株式会社ジェイテクトサープレット,特定事業所排出者,金属製品製造業,大阪府八尾市,18500,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580225881&repDivID=1"
4120001098852,570272331,南海バス株式会社,特定旅客輸送事業者,道路旅客運送業,大阪府大阪市,18486,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=570272331&repDivID=3"
8013401000626,985712409,日野自動車株式会社,特定荷主,輸送用機械器具製造業,東京都日野市,18485,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985712409&repDivID=5"
4021001011600,200129691,株式会社オハラ,特定事業所排出者,窯業・土石製品製造業,神奈川県相模原市,18484,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=200129691&repDivID=1"
7180001081081,400090653,東久株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県大口町,18479,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400090653&repDivID=1"
1320001003869,830011203,株式会社アメイズ,特定事業所排出者,宿泊業,大分県大分市,18478,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=830011203&repDivID=1"
2280005007044,555014403,島根県農業協同組合,特定事業所排出者,協同組合（他に分類されないもの）,島根県松江市,18474,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=555014403&repDivID=1"
2010001017825,987037409,旭化成ファーマ株式会社,特定事業所排出者,化学工業,東京都千代田区,18469,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=987037409&repDivID=1"
7240002042943,620011189,法成寺運輸株式会社,特定貨物輸送事業者,道路貨物運送業,広島県福山市,18464,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=620011189&repDivID=2"
4210001004355,370000434,ＢＢＳジャパン株式会社,特定事業所排出者,輸送用機械器具製造業,富山県高岡市,18459,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370000434&repDivID=1"
2010001029969,985762429,株式会社毎日新聞社,特定事業所排出者,映像・音声・文字情報制作業,東京都千代田区,18455,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985762429&repDivID=1"
8011105004456,990013150,国立研究開発法人国立国際医療研究センター,特定事業所排出者,医療業,東京都新宿区,18455,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990013150&repDivID=1"
5011001068418,984326426,野村不動産ライフ＆スポーツ株式会社,特定事業所排出者,娯楽業,東京都中野区,18449,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=984326426&repDivID=1"
9000020409022,994090200,八女西部広域事務組合,特定事業所排出者,廃棄物処理業,福岡県筑後市,18429,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994090200&repDivID=1"
9180001087960,401286997,株式会社シキボウ江南,特定事業所排出者,繊維工業,愛知県江南市,18425,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=401286997&repDivID=1"
3013301025851,983604672,株式会社エヌ・ティ・ティエムイー,特定事業所排出者,通信業,東京都新宿区,18424,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983604672&repDivID=1"
6100001004604,330028280,甲信越福山通運株式会社,特定貨物輸送事業者,道路貨物運送業,長野県長野市,18410,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=330028280&repDivID=2"
5011105002256,990012152,独立行政法人日本スポーツ振興センター,特定事業所排出者,政治・経済・文化団体,東京都新宿区,18407,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990012152&repDivID=1"
1080101015847,153002411,ＫＪ特殊紙株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,静岡県富士市,18381,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=153002411&repDivID=1"
2180001021323,400160051,リンナイ株式会社,特定事業所排出者,金属製品製造業,愛知県名古屋市,18380,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400160051&repDivID=1"
1240001036407,600204849,シモハナ物流株式会社,特定事業所排出者,道路貨物運送業,広島県坂町,18370,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=600204849&repDivID=1"
